01102002;220;A;USD;3,7459;3,7467;1,0000;1,0000
02102002;220;A;USD;3,5928;3,5936;1,0000;1,0000
03102002;220;A;USD;3,6944;3,6952;1,0000;1,0000
04102002;220;A;USD;3,6585;3,6593;1,0000;1,0000
07102002;220;A;USD;3,6957;3,6965;1,0000;1,0000
08102002;220;A;USD;3,7009;3,7017;1,0000;1,0000
09102002;220;A;USD;3,8512;3,8520;1,0000;1,0000
10102002;220;A;USD;3,9220;3,9228;1,0000;1,0000
11102002;220;A;USD;3,9227;3,9235;1,0000;1,0000
14102002;220;A;USD;3,8605;3,8613;1,0000;1,0000
15102002;220;A;USD;3,8559;3,8567;1,0000;1,0000
16102002;220;A;USD;3,8736;3,8744;1,0000;1,0000
17102002;220;A;USD;3,9237;3,9245;1,0000;1,0000
18102002;220;A;USD;3,8751;3,8759;1,0000;1,0000
21102002;220;A;USD;3,9117;3,9125;1,0000;1,0000
22102002;220;A;USD;3,9544;3,9552;1,0000;1,0000
23102002;220;A;USD;3,8696;3,8704;1,0000;1,0000
24102002;220;A;USD;3,8609;3,8617;1,0000;1,0000
25102002;220;A;USD;3,8007;3,8015;1,0000;1,0000
28102002;220;A;USD;3,7398;3,7406;1,0000;1,0000
29102002;220;A;USD;3,8203;3,8211;1,0000;1,0000
30102002;220;A;USD;3,7435;3,7443;1,0000;1,0000
31102002;220;A;USD;3,6442;3,6450;1,0000;1,0000
01112002;220;A;USD;3,6105;3,6113;1,0000;1,0000
04112002;220;A;USD;3,5410;3,5418;1,0000;1,0000
05112002;220;A;USD;3,5617;3,5625;1,0000;1,0000
06112002;220;A;USD;3,5968;3,5976;1,0000;1,0000
07112002;220;A;USD;3,6210;3,6218;1,0000;1,0000
08112002;220;A;USD;3,5263;3,5271;1,0000;1,0000
11112002;220;A;USD;3,5027;3,5035;1,0000;1,0000
12112002;220;A;USD;3,5519;3,5527;1,0000;1,0000
13112002;220;A;USD;3,6334;3,6342;1,0000;1,0000
14112002;220;A;USD;3,6789;3,6797;1,0000;1,0000
18112002;220;A;USD;3,5881;3,5889;1,0000;1,0000
19112002;220;A;USD;3,5539;3,5547;1,0000;1,0000
20112002;220;A;USD;3,5138;3,5146;1,0000;1,0000
21112002;220;A;USD;3,5095;3,5103;1,0000;1,0000
22112002;220;A;USD;3,5608;3,5616;1,0000;1,0000
25112002;220;A;USD;3,5484;3,5492;1,0000;1,0000
26112002;220;A;USD;3,5864;3,5872;1,0000;1,0000
27112002;220;A;USD;3,5890;3,5898;1,0000;1,0000
28112002;220;A;USD;3,6022;3,6030;1,0000;1,0000
29112002;220;A;USD;3,6357;3,6365;1,0000;1,0000
02122002;220;A;USD;3,6152;3,6160;1,0000;1,0000
03122002;220;A;USD;3,6617;3,6625;1,0000;1,0000
04122002;220;A;USD;3,7041;3,7049;1,0000;1,0000
05122002;220;A;USD;3,7506;3,7514;1,0000;1,0000
06122002;220;A;USD;3,7518;3,7526;1,0000;1,0000
09122002;220;A;USD;3,7972;3,7980;1,0000;1,0000
10122002;220;A;USD;3,7677;3,7685;1,0000;1,0000
11122002;220;A;USD;3,7946;3,7954;1,0000;1,0000
12122002;220;A;USD;3,7527;3,7535;1,0000;1,0000
13122002;220;A;USD;3,7334;3,7342;1,0000;1,0000
16122002;220;A;USD;3,6310;3,6318;1,0000;1,0000
