"Date","PTAX","Price_Arabica","Price_Robusta","Close_USD_60kg","Temp_Max","Temp_Min","Humidity","Solar_Radiation","Precipitation_mm"
2001-07-19,2.5032,47.25,0,69.0485950091934,28.44,13.56,59.71,14.8,1.81
2001-07-20,2.4573,48.18,0,71.0988875,29.32,14.13,59.27,15.39,1.93
2001-07-23,2.4108,48.26,0,71.3634425091934,24.69,12.74,73.32,11.46,0.48
2001-07-24,2.4247,48.26,0,73.0169050091934,26.24,14.2,71.51,11.43,3.21
2001-07-25,2.4914,46.56,0,69.6438425183868,27.41,14.38,69.83,15.42,0.33
2001-07-26,2.4836,46.35,0,67.9903800183868,28.57,13.66,63.92,16.5,0.06
2001-07-27,2.4971,46.33,0,67.8580999908066,28.67,12.61,61.77,17.76,0.09
2001-07-30,2.4334,46.87,0,68.5856224816132,26.81,10.38,65.83,16.29,0
2001-07-31,2.4313,45.99,0,68.7179025091934,26.71,10.19,64.4,17.16,0
2001-08-01,2.4935,45.33,0,67.7919625,27.17,10.09,60.79,19.41,0
2001-08-02,2.4877,44.97,0,66.7337475091934,27.89,9.97,58.65,19.56,0
2001-08-03,2.4884,44.77,0,66.6676100183868,28.19,11.6,64.05,18.6,0
2001-08-06,2.469,45.05,0,65.9400824816131,28.89,9.99,56.47,19.06,0
2001-08-07,2.4463,44.56,0,65.7416700091934,28.01,9.93,55.16,20.07,0
2001-08-08,2.4704,44.9,0,65.6755325183868,27.04,9.39,52.89,18.67,0
2001-08-09,2.4668,44.98,0,66.2707749816132,26.47,9.48,52.58,19.9,0
2001-08-10,2.4842,43.5,0,64.0220700183868,26.22,9.82,56.15,16.66,0
2001-08-13,2.491,44.21,0,65.2786974816132,27.05,12.05,55.66,18.74,0
2001-08-14,2.514,44.11,0,65.4109775091934,27.1,10.01,49.17,20.56,0
2001-08-15,2.5005,44.85,0,65.0802850091934,27.31,9.41,54.08,20.96,0
2001-08-16,2.4877,45,0,65.0141475183868,26.47,10.25,53.68,19.54,0
2001-08-17,2.5235,48.2,0,71.8925474816131,26.59,10.37,55.7,20.65,0
2001-08-20,2.5306,45.24,0,66.1385,29.44,11.74,48.21,19.98,0
2001-08-21,2.5353,44.88,0,66.6014674816132,27.33,11.74,52.8,17.92,0.19
2001-08-22,2.5231,45.97,0,67.1967149908066,29.39,12.7,48.07,18.49,0.56
2001-08-23,2.5282,47.14,0,69.1808699908066,28.6,15.96,57.34,9.07,5.18
2001-08-24,2.55,45.78,0,67.3951325091934,26.82,15.68,72.57,12.46,6.28
2001-08-27,2.5585,45.62,0,67.46127,30.07,15.22,57.85,11.85,1.43
2001-08-28,2.5564,45.79,0,67.6596875183868,29.44,15.96,60.95,14.12,1.8
2001-08-29,2.5474,46.52,0,68.3872100091934,28.13,15.95,71.75,9.79,7.92
2001-08-30,2.5403,45.6,0,67.1967149908066,28.09,15.56,68.84,11.04,0.41
2001-08-31,2.5517,45.34,0,66.799885,29.34,15.15,66.08,20.81,0.76
2001-09-04,2.5642,43.57,0,62.831575,30.19,13.65,56.31,21.79,0
2001-09-05,2.5669,43.57,0,64.154345,30.7,13.88,58.38,23.29,0
2001-09-06,2.5927,43.49,0,64.3527625183868,28.68,13.71,66.23,19.55,0.02
2001-09-10,2.6013,43.14,0,63.9559274816132,30.45,13.93,54.73,22.77,0
2001-09-17,2.6679,41.8,0,63.8897899908066,22.15,6.46,60.09,26.25,0.03
2001-09-18,2.6793,41.53,0,63.49296,24.77,8.16,63.56,25.96,0
2001-09-19,2.7065,41.25,0,62.6993000183868,25.65,8.82,60.6,25.54,0
2001-09-20,2.7322,40.33,0,61.1781125,27.32,11.46,61.26,25.56,0.01
2001-09-21,2.8007,39.55,0,64.8818674908066,26.97,12.44,67.02,19.07,0.06
2001-09-24,2.7675,41.3,0,64.9480049816132,29.84,15.19,64.55,22.36,0.1
2001-09-25,2.7133,41.1,0,64.6834550183868,29.96,16.33,64.36,16.69,1.44
2001-09-26,2.7264,41.06,0,65.0141475183868,31.07,17.72,68.44,13.99,3.16
2001-09-27,2.705,41.73,0,65.0141475183868,28.72,17.44,72.36,6.48,4.39
2001-09-28,2.6713,40.29,0,63.8897899908066,28.16,15.42,71.65,13.5,0.44
2001-10-01,2.6866,39.1,0,62.6993000183868,28.03,15.75,75.52,11.44,19.84
2001-10-02,2.7038,38.16,0,61.8394975,28.1,18.79,82.4,4.08,29.09
2001-10-03,2.7287,37.48,0,60.84742,27.04,16.75,75.21,18.54,2.42
2001-10-04,2.7326,37.55,0,61.508805,29.96,13.83,67.04,26.35,0
2001-10-05,2.754,37.62,0,61.7072225183868,30.82,14.87,65.62,20.83,0.6
2001-10-08,2.7828,37.29,0,60.7151450183868,23.62,15.69,82.47,4.6,14.32
2001-10-09,2.7797,37.41,0,59.9876174816132,27.68,14.81,75.17,8.53,0.95
2001-10-10,2.7784,37.52,0,59.9876174816132,26.41,16.89,76.07,16.48,0.12
2001-10-11,2.7799,37.03,0,59.0616825183868,23.53,17.16,79.55,21.58,2.77
2001-10-15,2.779,36.92,0,58.0034624816132,28.6,14.74,63.02,23.49,1.3
2001-10-16,2.7526,37.72,0,58.0696050183868,28.67,15.97,64.25,22.24,0.85
2001-10-17,2.7211,37.93,0,59.1939575,27.94,15.14,70.43,15.53,1.94
2001-10-18,2.7425,39.01,0,60.3183099816132,29.01,16.08,68.92,22.45,0.77
2001-10-19,2.7573,37.86,0,58.0034624816132,23.78,17.55,84.9,12.99,31.97
2001-10-22,2.7176,37.5,0,56.217725,26.37,17.37,72.34,18.52,8.53
2001-10-23,2.7168,38.13,0,57.6066324908066,28.89,15.86,66.53,25.82,0.09
2001-10-24,2.7438,37.8,0,57.2759399908066,29.24,14.83,69.32,24.15,0.01
2001-10-25,2.7428,39.71,0,58.5987099908066,29.64,15.32,64.98,27.23,0
2001-10-26,2.729,38.48,0,57.4082200183868,29.08,13.68,60.41,29.8,0.06
2001-10-29,2.7246,39.08,0,57.7389125183868,32.08,13.39,51.4,29.32,0.01
2001-10-30,2.7231,39.14,0,57.3420774816132,32.21,15.97,56.98,28.53,0.3
2001-10-31,2.7071,40.43,0,58.0696050183868,32.4,18.43,61.2,20.35,2.62
2001-11-01,2.682,41.41,0,59.7892050091934,31.69,16.85,65.26,24.72,3.58
2001-11-05,2.6208,42.98,0,61.9717724816132,28.07,16.94,77.84,13.99,2.55
2001-11-06,2.6003,43.76,0,63.49296,30.48,16.43,67.11,23.61,0.12
2001-11-07,2.6055,44.14,0,62.5670199908066,31.4,17.15,65.89,25.13,0.01
2001-11-08,2.5571,43.07,21.75,60.5167275,31.83,18.13,66.98,20.09,0.92
2001-11-09,2.5347,42.73,22.06,59.1278200091934,31,19.29,69.11,27.11,8.72
2001-11-13,2.527,42.78,22.05,59.3262324816132,27.95,19.67,81.33,12.49,11.92
2001-11-14,2.5299,44.35,22.06,65.7416700091934,25.5,18.07,82.18,16.09,11.3
2001-11-16,2.5392,44.99,22.42,64.3527625183868,28.63,18.23,78.59,23.67,1.71
2001-11-19,2.5154,44.31,22.03,60.7812825091934,27.34,17.87,77.77,21.56,27.54
2001-11-20,2.535,43.5,21.77,61.0458375183868,24.37,18.81,86.1,22.13,6.63
2001-11-21,2.5411,44.27,21.91,61.3765300183868,27.89,17.64,79.5,26.46,4.41
2001-11-26,2.4894,45.72,22.75,60.5167275,29.12,16.48,74.66,26.79,0.14
2001-11-27,2.4604,44.02,22.49,56.0854500183868,29.39,17.59,71.01,27.35,1.68
2001-11-28,2.4857,43.75,22.29,56.0854500183868,25.84,19.32,84.07,18.51,14.48
2001-11-29,2.5072,42.98,21.89,55.55634,26.31,18.09,75.41,23.38,0.49
2001-11-30,2.5287,43.85,22.24,56.3499999816132,25.11,18.63,86.5,8.9,36.9
2001-12-03,2.4672,43.74,22.59,55.8208950091934,27.2,13.27,72.71,29.63,0
2001-12-04,2.4289,43.89,22.36,54.894955,26.04,14.29,73.37,28.43,0
2001-12-05,2.4306,43.91,21.94,55.6886149816131,28.31,15.69,76.34,28.79,0.4
2001-12-06,2.4435,44.3,22.15,55.55634,26.25,18.84,83.34,11.55,9.64
2001-12-07,2.4005,44.46,22.2,56.87911,25.62,18.88,84.97,15.42,11.47
2001-12-10,2.3579,45.03,22.62,57.540495,28.53,18.2,73.17,23.73,3.33
2001-12-11,2.3417,44.47,22.03,58.0696050183868,28.32,18.58,74.52,26.38,0.69
2001-12-12,2.3551,44.8,22.04,58.6648474816132,29.66,17.48,70.65,24.5,0.23
2001-12-13,2.3847,44.82,21.93,58.4002975183868,24.69,19.13,83.85,16.14,12.25
2001-12-14,2.384,44.62,21.81,57.9373249908066,24.01,18.29,87.49,10.39,12.24
2001-12-17,2.358,44.12,21.76,61.3103874816132,28.44,20.13,83.85,22.52,11.8
2001-12-18,2.343,44.52,21.85,60.9796949816132,28.64,19.15,82.07,23.97,5.48
2001-12-19,2.293,44.46,21.7,62.0379150183868,30.34,19.82,77.91,22.83,5.47
2001-12-20,2.3202,45.03,21.25,65.6093899816131,24.93,19.69,86.39,13.58,7.93
2001-12-21,2.3311,44.34,21.43,61.7072225183868,24.98,19.89,88.57,18.45,6.41
2001-12-27,2.3215,44.48,21.04,61.508805,25.25,16.95,87.6,21.9,6.64
2001-12-28,2.3204,44.33,21.47,61.1119750091934,23.38,18.07,90.1,13.64,17.63
2002-01-02,2.3066,45.47,21.53,62.6331574816132,28.55,18.07,80.37,20.27,1.08
2002-01-03,2.2932,46.16,21.61,62.831575,28.38,18.06,78.12,27.24,0.17
2002-01-04,2.3101,45.67,21.35,64.2204824908066,28.51,18.78,77.54,28.89,0.8
2002-01-07,2.3428,45.91,21.5,63.8236525,26.63,18.99,80.03,16.45,6.46
2002-01-08,2.3454,45.66,21.03,64.2204824908066,22.94,18.29,89.8,13.13,8.2
2002-01-09,2.3794,47.35,21.59,67.2628524816132,24.76,18.2,84.67,19.25,0.46
2002-01-10,2.3896,46.95,21.33,67.8580999908066,24.86,17.51,79.98,20.93,0.23
2002-01-11,2.4168,45.75,21.2,65.5432524908066,23.92,17.73,83.73,16.11,2.83
2002-01-14,2.4072,46.49,21.27,66.6676100183868,24.15,20.01,91.52,12,11.44
2002-01-15,2.3705,47.23,21.77,66.4691925,28.33,18.45,83.05,24.29,4.94
2002-01-16,2.3867,47.11,21.88,65.1464225,28.03,17.01,80.54,22.81,0.55
2002-01-17,2.3641,46.83,21.66,64.6173124816132,27.17,14.87,79.34,26.77,0.74
2002-01-18,2.3752,46.36,21.78,62.6993000183868,23.53,15.99,84.61,13.78,2.39
2002-01-22,2.3667,46.04,21.45,61.9056349908066,29.36,18.48,74.05,28.75,1.07
2002-01-23,2.3804,46.53,21.31,61.8394975,27.8,20.3,79.92,17.83,6.36
2002-01-24,2.3981,46.8,21.25,61.4426675091934,28.05,19.08,82.99,25,10.15
2002-01-25,2.4046,45.96,21.01,60.7151450183868,27.73,19.47,84.44,23.26,12.85
2002-01-28,2.4228,45.56,20.89,59.5907874908066,27.62,20.99,79.39,24.78,3.53
2002-01-29,2.4234,45.5,20.72,59.1278200091934,26.52,20.46,88.09,21.23,11.06
2002-01-30,2.4384,45.61,20.5,59.7230675183868,26.34,20.94,86.59,22.47,5.88
2002-01-31,2.4183,45.78,20.56,59.6569249816132,28.25,19.42,85.58,24.3,5.09
2002-02-01,2.4161,45.81,20.48,60.1198975091934,26.3,20.57,89.89,13.12,15.56
2002-02-04,2.4228,45.58,20.27,60.186035,26.33,14.95,73.16,26.21,0.08
2002-02-05,2.4214,45.42,20.17,59.3262324816132,27.08,15.05,74.5,26.94,2.64
2002-02-06,2.4206,45.28,19.97,59.6569249816132,27.16,16.42,81.11,22.57,20.09
2002-02-07,2.4518,45.16,19.7,59.2600949908066,24.39,18.74,85.47,9.57,12.53
2002-02-08,2.4691,45.29,19.72,58.9294024908066,22.76,18.82,91.56,11.42,13.08
2002-02-13,2.4232,45.63,20.15,57.4082200183868,27.44,16.92,78.44,24.68,0.16
2002-02-14,2.4249,45.69,19.96,57.8711875,25.85,18.01,84.42,20.29,7.71
2002-02-15,2.438,45.83,20.05,58.3341549816132,26.8,18.17,80.16,26.68,3.14
2002-02-19,2.4249,46.07,20.17,57.9373249908066,23.5,16.82,88.61,11.98,4.79
2002-02-20,2.4284,46.58,20.29,62.2363274908066,23.2,17.76,92.27,9.26,26.12
2002-02-21,2.4241,47.32,20.85,64.81573,24.91,18.91,91.38,13.68,10.82
2002-02-22,2.4273,46.39,20.93,63.49296,24.61,19.76,91.75,12.66,14.48
2002-02-25,2.4062,45.42,20.85,62.2363274908066,25.8,16.71,84.06,23.4,0.72
2002-02-26,2.3947,45.59,21.04,60.6490024816132,24.75,16.45,86.97,11.88,4.98
2002-02-27,2.3827,45.59,21.04,59.0616825183868,22.27,18.21,91.89,11.79,5.01
2002-02-28,2.3482,46.28,21.7,59.1939575,23.67,18.14,89.08,17.38,0.44
2002-03-01,2.3596,46.51,21.59,60.6490024816132,24.51,18.14,89.38,19.79,5.67
2002-03-04,2.3432,46.75,22.22,60.5167275,27.11,16.93,84.52,25.8,3.68
2002-03-05,2.3251,47.72,22.34,61.9056349908066,27.87,16.45,76.34,27.48,1.21
2002-03-06,2.352,47.62,21.98,63.8236525,27.65,16.9,76.57,25.94,0.8
2002-03-07,2.3663,47.08,22.75,62.6993000183868,28.21,17.88,75.44,25.21,0.56
2002-03-08,2.3582,48.12,23.29,64.0882075091934,27.9,18.27,81.27,24.29,2.88
2002-03-11,2.3487,50.64,24.94,69.9083924816131,27.25,17.96,80.48,21.73,0.02
2002-03-12,2.3496,52.14,25.52,73.2814600183868,27.27,18.07,79.81,23.86,0.24
2002-03-13,2.3368,50.51,24.39,71.9586900183868,27.46,18.37,80.75,24.2,0.86
2002-03-14,2.3441,50.42,23.76,71.8264099908066,25.88,19.71,84.31,18.62,6.47
2002-03-15,2.3542,50.2,23.23,72.4216575,27.39,18.89,83.12,18.2,3.17
2002-03-18,2.3406,48.04,22.25,66.9321599816132,27.65,20.36,85.72,22.08,5.66
2002-03-19,2.3432,48.98,22.89,70.5697774816132,27.55,19.47,83.53,21.25,4.33
2002-03-20,2.338,51.1,24.53,74.07512,25.61,19.98,89.16,20.13,2.52
2002-03-21,2.3475,50.22,24.21,71.3634425091934,24.3,18.65,91.24,15.41,5.18
2002-03-22,2.3508,50.54,24.41,71.8264099908066,25.47,16.59,83.69,22.55,0.32
2002-03-25,2.3641,50.23,23.97,72.0248275091934,23.34,19.46,94.5,13.72,6.52
2002-03-26,2.3502,51.11,24.49,72.8184874908066,28.23,18.68,85.33,18.2,2.82
2002-03-27,2.3371,51.62,24.85,74.0089825091934,26.48,19.39,89.06,12.09,15.36
2002-03-28,2.3236,52.5,25.7,75.6624450091934,26.81,18.26,83.89,21.11,0.94
2002-04-01,2.322,53.44,25.64,77.382045,27.92,17.25,76.27,22.78,0
2002-04-02,2.3022,55.22,26.51,78.5063974816131,28.33,16.21,70.6,23.57,0.05
2002-04-03,2.2977,54.7,25.86,78.6386775091934,27.27,17.5,81.94,21.92,1.81
2002-04-04,2.3118,53.21,25.58,75.1333349908066,26.41,17.81,83.68,22.29,3.31
2002-04-05,2.2924,52.09,25.38,72.75235,26.1,16.25,81.62,21.69,0.54
2002-04-08,2.2907,51.07,24.83,71.4957174908066,25.83,16.14,81.38,21.79,1.8
2002-04-09,2.2842,53.08,25.59,74.2073949816131,25.63,16.04,81.9,20.3,1.09
2002-04-10,2.2728,53.06,25.8,74.1412574908066,25.77,16.59,79.41,18.67,0.07
2002-04-11,2.2709,52.32,25.06,72.6862125091934,26.33,16.26,80.26,19.21,0.21
2002-04-12,2.2988,50.31,24.36,70.3713650091934,28.41,19.04,71.71,22.05,0
2002-04-15,2.318,50.26,24.35,70.3052275183868,26.52,16.72,83.39,21.17,0.2
2002-04-16,2.3172,49.7,24.25,70.10681,26.81,16.82,81.66,21.96,0.02
2002-04-17,2.3165,49.38,24.13,70.768195,26.82,15.83,79.18,21.32,0
2002-04-18,2.3327,51.49,24.67,73.7444275,28.56,17.47,74.95,21.51,0
2002-04-19,2.3269,49.7,24.2,70.1729474908066,27.04,16.11,79.72,21.48,0
2002-04-22,2.3347,49.93,24.1,71.2311624816132,26.68,17.15,83.12,18.08,0.01
2002-04-23,2.3487,50.07,24.22,71.9586900183868,25.75,16.54,76.62,20.91,0
2002-04-24,2.3568,49.13,24.31,69.9083924816131,26.36,13.76,76.89,20.55,0
2002-04-25,2.3666,47.47,23.91,66.799885,26.81,14.37,73.8,20.16,0
2002-04-26,2.3558,47.14,23.86,65.7416700091934,27.43,15.7,68.03,20.7,0
2002-04-29,2.3689,46.81,23.74,65.3448400183868,26.06,16.82,82.22,17.74,0
2002-04-30,2.3625,47.07,24.02,67.0644400091934,27.4,16.42,79.92,18.99,0.17
2002-05-02,2.377,45.28,23.8,64.6173124816132,26.91,17.75,79.07,17.96,0.35
2002-05-03,2.4149,44.73,23.86,64.81573,27.88,17.21,77.74,13.55,1.33
2002-05-06,2.4327,45.13,23.72,64.5511749908066,24.29,17.88,87.9,12.75,10.02
2002-05-07,2.4174,44.9,23.91,64.81573,25.48,17.25,80.02,12.52,1.81
2002-05-08,2.4341,44.66,23.85,64.0220700183868,25.74,15.92,80.46,16.62,0.87
2002-05-09,2.4519,43.03,22.64,62.5670199908066,24.06,16.19,85.5,11.88,1.58
2002-05-10,2.4838,43.08,22.88,62.831575,25.36,14.78,81.86,17.55,0.35
2002-05-13,2.4952,41.91,22.49,61.8394975,25.38,15.7,81.44,16.59,0.03
2002-05-14,2.5154,42.29,22.68,62.831575,25.64,15.43,77.05,17.52,0
2002-05-15,2.5117,42.17,22.98,62.7654375091934,25.08,14.18,82.87,18.12,0
2002-05-16,2.4799,43.63,23.51,64.0220700183868,26.18,14.63,74.15,16.42,0
2002-05-17,2.4763,43.11,23.45,64.0220700183868,26.5,14.55,82.23,17.55,0.15
2002-05-20,2.4737,43.22,23.99,65.2125599908066,26.72,16.27,77.09,11.22,2.03
2002-05-21,2.4787,43.96,24.54,69.7099800091934,22.15,17.3,86.09,8.4,12.64
2002-05-22,2.5016,42.53,23.52,67.0644400091934,23.01,14.5,85.09,9.21,2.88
2002-05-23,2.5296,42.44,23.5,67.0644400091934,21.42,12.7,82.93,13.88,0.32
2002-05-24,2.524,42.45,23.61,67.9903800183868,20.04,10.17,82.27,14.84,0.1
2002-05-28,2.5248,42.4,23.75,66.9321599816132,23.12,10.07,80.38,17.43,0
2002-05-29,2.5201,43.05,24.33,68.3210725183868,22.93,12.06,79.95,13.83,0
2002-05-31,2.522,43.15,24.44,68.6517650183868,24.87,13.1,64.94,16.07,0
2002-06-03,2.5413,42.41,24.29,67.7258250091934,24.28,13.5,78.05,15.84,0
2002-06-04,2.5697,41.69,23.77,67.2628524816132,25.52,12.27,75.5,16.86,0
2002-06-05,2.6086,41.34,24.42,66.3369175183868,25.27,11.95,76.16,17.18,0
2002-06-06,2.6418,40.96,24.39,66.4691925,25.62,12.12,68.11,14.13,0
2002-06-07,2.6708,40.03,24.44,65.0141475183868,25.41,12.2,70.79,14.75,0
2002-06-10,2.6367,40.97,24.33,65.477115,26.74,14.88,73.84,15.64,0
2002-06-11,2.6664,40.31,23.96,65.2786974816132,26.24,14.86,76.34,15.59,0
2002-06-12,2.7486,39.31,23.46,64.6834550183868,26.16,12.73,71.9,16.41,0
2002-06-13,2.6922,39.23,24.39,62.4347450091934,27.04,12.28,64.5,16.05,0
2002-06-14,2.7181,38.82,23.83,61.4426675091934,27.45,14.25,62.98,16.41,0
2002-06-17,2.6823,39.32,24.43,62.3024649816132,25.66,11.97,74.77,15.99,0
2002-06-18,2.67,38.62,23.92,61.5749424908066,24.39,9.93,71.04,11.56,0
2002-06-19,2.703,38.73,24.29,61.4426675091934,25.82,12.79,69.28,16.33,0
2002-06-20,2.7505,38.22,23.95,63.2284049908066,25.39,12.72,71.03,15.41,0
2002-06-21,2.791,37.81,24.03,62.3024649816132,24.16,10.95,66.91,16.11,0
2002-06-24,2.8269,37.73,24.47,63.3606850183868,23.92,11.53,77.79,13.79,0.02
2002-06-25,2.7995,37.17,24.18,62.4347450091934,24.23,12.34,76.07,12.46,0.02
2002-06-26,2.8584,36.37,23.81,62.0379150183868,24.02,11.94,76.96,11.63,0
2002-06-27,2.8593,36.46,24.26,61.9717724816132,24.84,12.18,74.41,13.73,0
2002-06-28,2.8444,36.54,23.95,61.508805,24.52,13.37,75,12.69,0
2002-07-01,2.8595,35.86,23.75,63.2284049908066,26.59,11.09,66.25,16.91,0
2002-07-02,2.9141,37.1,24.26,66.0062250183868,25.72,11.08,72.57,16.38,0
2002-07-03,2.8617,36.02,24.22,63.6913775183868,25.54,12.83,74.56,13.41,0
2002-07-08,2.8711,36.13,24.3,64.154345,21.82,8.79,61.01,17.84,0
2002-07-10,2.8541,37.21,24.42,66.1385,23.42,11.5,78.69,11.51,0.22
2002-07-11,2.8232,39.63,25.48,68.6517650183868,25.47,13.7,73.52,13.72,2.75
2002-07-12,2.8147,37.57,25.11,65.9400824816131,23.33,15.76,85.09,5.25,2.42
2002-07-15,2.8455,36.75,23.92,64.81573,24.57,9.02,66.74,15.76,0
2002-07-16,2.8671,36.84,24,65.2125599908066,25.46,9.43,63.48,15.75,0
2002-07-17,2.8783,36.63,24.18,65.8078075,25.46,7.83,62.7,17.63,0
2002-07-18,2.8772,36.07,24.32,62.9638499816132,23.87,9.96,73.47,14.96,0
2002-07-19,2.8671,35.87,24.17,62.6331574816132,24.01,11.31,71.09,14.71,0.01
2002-07-22,2.8816,35.34,23.96,64.0882075091934,24.26,11.73,75.24,12.9,0.26
2002-07-23,2.9132,35.67,23.86,64.5511749908066,24.56,13.86,76.33,16.14,0
2002-07-24,2.9479,34.69,23.65,63.2284049908066,27.63,11.55,65.98,17.95,0
2002-07-25,2.9822,34.83,23.45,63.9559274816132,27.17,9.59,65.98,18.16,0.03
2002-07-26,3.0177,34.42,23.35,64.0220700183868,27.81,9.76,56,18.6,0
2002-07-29,3.1449,32.91,21.83,62.5008825,24.96,11.44,69.76,14.68,0.05
2002-07-30,3.2692,31.86,21.35,62.2363274908066,26.45,11.59,68.56,16.94,0
2002-07-31,3.4285,30.92,20.68,61.9056349908066,27.2,11.07,64.26,18.32,0.03
2002-08-01,3.3275,33.72,22.59,62.831575,28.51,14.84,68.14,7.28,5.84
2002-08-02,3.0302,35.52,23.84,63.6252349816132,27.23,15.14,73.66,11.87,4.49
2002-08-05,3.0732,33.34,22.56,62.3686075183868,29.97,15.54,62.4,16.86,0.72
2002-08-06,3.207,34.43,23.25,62.6331574816132,30.26,17.29,60.64,15.8,0.99
2002-08-07,3.0598,35.14,23.67,62.6331574816132,30.76,15.44,63.09,18.13,0.04
2002-08-08,2.8883,36.43,24.3,63.3606850183868,30.07,14.92,58.8,18.88,0
2002-08-09,2.9964,35.14,23.26,62.8977124908066,29.06,14.24,58.04,19,0
2002-08-12,3.0979,34.53,22.52,64.0882075091934,29.7,14.57,56.85,19.27,0
2002-08-13,3.2094,34.88,22.64,63.3606850183868,29.46,13.52,49.97,18.89,0
2002-08-14,3.1965,34.62,22.52,63.7575150091934,29.59,14.03,49.84,17.1,0
2002-08-15,3.1912,34.13,22.51,61.508805,29.63,12.9,63.7,17.81,0
2002-08-16,3.162,35.18,22.98,62.0379150183868,28.98,14.58,61.99,19.74,0
2002-08-19,3.1142,34.99,23.2,61.4426675091934,28.38,13.55,59.72,17.3,0
2002-08-20,3.0923,34.94,23.28,62.17019,28.29,12.64,57.16,20.39,0
2002-08-21,3.0794,35.2,23.42,61.7733600091934,28.39,12.01,48.26,19.76,0
2002-08-22,3.1417,35.36,23.25,63.8236525,27.27,13.94,58.36,18.22,0
2002-08-23,3.1136,35.78,23.55,65.0802850091934,29.55,14.49,51.78,20.43,0
2002-08-26,3.0788,35.38,23.57,63.9559274816132,27.67,13.82,57.63,19.29,2.22
2002-08-27,3.0949,35.02,23.33,64.2866199816132,28.22,14.08,54.42,21.43,0.01
2002-08-28,3.1219,36.4,24.22,67.1967149908066,28.28,12.82,58.7,21.07,0.6
2002-08-29,3.1239,37.2,24.63,67.1305775,28.68,14.94,55.6,19.2,0
2002-08-30,3.0223,37.42,25.11,68.122655,29.21,15.66,60.45,14.13,4.11
2002-09-03,3.0988,38.72,25.32,71.7602725,25.24,5.1,55.79,23.3,0.09
2002-09-04,3.1325,40.35,27.12,74.0089825091934,28.59,7.2,56.76,20.42,0
2002-09-05,3.1512,39.46,26.98,72.75235,28.57,13.5,74.07,18.98,2.23
2002-09-06,3.1783,39.89,27.3,73.413735,27.22,17.63,75.5,20.16,11.98
2002-09-09,3.1312,43.96,29.48,78.4402599908066,28.04,14,66.06,18.6,0.72
2002-09-10,3.1306,42.63,29.15,77.0513525,28.83,14.82,66.99,17.88,0.01
2002-09-11,3.1153,43.22,30.1,76.059275,29.03,15.39,61.59,19.27,0
2002-09-12,3.1239,45.07,30.76,77.7127375,27.15,12.91,64.12,20.04,0
2002-09-13,3.1506,45.23,30.55,79.1016449908066,31.55,14.19,57.75,17.76,0.08
2002-09-16,3.1884,46.27,30.87,81.1519374816131,28.84,15.78,61.83,16.59,0
