Date,log_PTAX,log_Price_Arabica,log_Price_Robusta,log_Close_USD_60kg,ret_PTAX,ret_Arabica,ret_Robusta,ret_Close_USD_60kg
2001-11-09,0.9300752868447717,3.7549012496559335,3.0937660138253564,4.079701541390437,-0.008798517029641406,-0.007925449410085772,0.014152256290663523,-0.023218273034010473
2001-11-13,0.9270328284060573,3.7560707036542595,3.093312601892855,4.083051577185897,-0.003042458438714424,0.00116945399832602,-4.5341193250125755e-4,0.0033500357954592275
2001-11-14,0.9281797762665686,3.7921127087555884,3.0937660138253564,4.185732971156395,0.0011469478605112826,0.03604200510132882,4.5341193250125755e-4,0.10268139397049847
2001-11-16,0.9318490707900077,3.806440242853081,3.109953417644014,4.164379862699348,0.003669294523439115,0.014327534097492656,0.016187403818657575,-0.0213531084570473
2001-11-19,0.9224318366309181,3.7912103852113983,3.092405160814252,4.107281888108301,-0.009417234159089571,-0.01522985764168272,-0.01754825682976202,-0.05709797459104671
2001-11-20,0.9301936370431465,3.7727609380946383,3.080532875246456,4.111625016715243,0.0077618004122284034,-0.018449447116759998,-0.01187228556779596,0.0043431286069415265
2001-11-21,0.9325970581484648,3.7903072467440495,3.086943153607375,4.117027514820448,0.0024034211053183263,0.017546308649411202,0.006410278360919008,0.005402498105205211
2001-11-26,0.9120417175847401,3.8225358389266098,3.1245651453969594,4.102919814424448,-0.020555340563724767,0.032228592182560245,0.037621991789584364,-0.014107700395999956
2001-11-27,0.9003239383520761,3.7846440760983158,3.1130707659712242,4.026876420928539,-0.011717779232663927,-0.037891762828293984,-0.011494379425735168,-0.07604339349590905
2001-11-28,0.9105543100222184,3.7784916128036232,3.1041381473977774,4.026876420928539,0.010230371670142291,-0.006152463294692545,-0.008932618573446849,0
2001-11-29,0.9191665926196194,3.7607348912143643,3.0860299115347716,4.017397640986286,0.008612282597400989,-0.017756721589258895,-0.018108235863005806,-0.009478779942252658
2001-11-30,0.9277053366894091,3.780774718818192,3.1018924693823817,4.031582240159489,0.008538744069789717,0.02003982760382783,0.015862557847610148,0.014184599173202805
2001-12-03,0.9030839043868734,3.778263015248622,3.1175073304799117,4.022148261824017,-0.024621432302535773,-0.0025117035695703116,0.015614861097529964,-0.009433978335471771
2001-12-04,0.8874384799671261,3.7816865037001426,3.1072736482868986,4.00542144993957,-0.015645424419747256,0.0034234884515207398,-0.010233682193013127,-0.016726811884447024
2001-12-05,0.8881381404545629,3.782142084573626,3.088311454847084,4.019775727147097,6.996604874367485e-4,4.5558087348362974e-4,-0.018962193439814534,0.014354277207527133
2001-12-06,0.8934314377280723,3.7909846770510898,3.0978374964911444,4.017397640986286,0.0052932972735094674,0.008842592477463551,0.009526041644060346,-0.0023780861608111437
2001-12-07,0.875677048988858,3.7945899085360506,3.100092288878234,4.04092813839648,-0.01775438873921431,0.003605231484960836,0.002254792387089477,0.023530497410193973
2001-12-10,0.8577713923948649,3.8073289343134804,3.1188344706879745,4.0524889607975565,-0.017905656593993124,0.012739025777429802,0.018742181809740632,0.011560822401076365
2001-12-11,0.8508771613258297,3.794814804522605,3.092405160814252,4.061642377542104,-0.006894231069035195,-0.012514129790875295,-0.026429309873722495,0.009153416744547727
