"Date","Temp_Max","Temp_Min","Humidity","Solar_Radiation","Precipitation_mm"
2006-07-24,28.01,10.34,44.82,18.66,0
2006-07-25,28.19,8.8,47.24,18.32,0
2006-07-26,27.83,10.79,42.37,18.36,0
2006-07-27,28.37,12.62,44.03,18.87,0
2006-07-28,29.72,14.3,54.26,17,0.33
2006-07-29,28.21,14.16,71.28,6.82,1.74
2006-07-30,22.97,13.52,77.16,6.28,2.46
2006-07-31,23.99,12.3,76.45,8.19,5.01
2006-08-01,24.98,12.93,81.61,10.39,2.05
2006-08-02,25.69,13.56,77.6,12.95,0.44
2006-08-03,25.48,13.25,70.31,12.61,0.17
2006-08-04,27.56,12.35,69.71,15.52,0.02
2006-08-05,27.52,12.36,68.91,17.78,0.32
2006-08-06,27.87,11.6,62.07,19.23,0
2006-08-07,29,12.02,57.61,19.74,0
2006-08-08,28.89,11.61,52.58,20.33,0
2006-08-09,27.4,10.74,55.23,20.31,0
2006-08-10,29.53,12.64,56.15,19.68,0
2006-08-11,30.26,12.73,50.85,20.13,0.01
2006-08-12,27.91,12.48,55.24,19.26,0
2006-08-13,28.31,12.81,57.04,18.31,0
2006-08-14,28.92,12.4,56.56,20.7,0
2006-08-15,29.89,13.09,51.2,20.21,0
2006-08-16,30.46,12.98,48.68,20.84,0
2006-08-17,32.1,15.73,49.83,20.42,0
2006-08-18,30.85,15.47,58.21,18.96,0
2006-08-19,30.84,14.13,55.01,15.18,1.15
2006-08-20,28.67,16.56,67.99,10.23,2.85
2006-08-21,26.31,10.82,61.3,21.83,0.05
2006-08-22,26.08,8.22,59.6,21.33,0
2006-08-23,27.83,9.56,57.1,19.83,0
2006-08-24,29.41,11.06,48.15,21.6,0
2006-08-25,29.01,12.51,56.01,21.05,0
2006-08-26,28.71,14.93,52.75,20.15,2.05
2006-08-27,28.49,14.54,66.64,13.73,5.28
2006-08-28,22.22,15.28,78.97,9.85,3.35
2006-08-29,25.66,9.51,71.31,18.99,0.34
2006-08-30,25.42,6.93,63.85,22.86,0.07
2006-08-31,26.9,8.65,62.76,20.99,0.06
2006-09-01,28.95,12.93,66.75,14.32,9.34
2006-09-02,27.27,15.22,78.1,7.43,3.02
2006-09-03,27.96,15.09,68.84,15.87,1.57
2006-09-04,27.22,12.77,62.75,17.77,0.7
2006-09-05,23.59,8.83,62.79,22.62,0.02
2006-09-06,23.59,6.83,65.44,19.16,0.01
2006-09-07,25.13,10.48,66.44,13.72,0
2006-09-08,27.21,11,63.74,19.86,0
2006-09-09,26.48,10.74,65.56,20.82,0
2006-09-10,27.95,13.59,56.34,13.97,0.03
2006-09-11,31.09,12.66,54.86,24.04,0
2006-09-12,31.6,13.18,53.13,24.57,0.03
2006-09-13,32.08,12.86,46.23,24.89,0.04
2006-09-14,31.61,12.64,44.52,25.42,0.09
2006-09-15,33.25,13.96,44.18,25.17,0.04
2006-09-16,33.42,17.18,45.27,22.08,0.12
2006-09-17,32.15,16.41,59.89,10.35,3.96
2006-09-18,27.23,15.63,75.42,6.9,6.09
2006-09-19,28.69,13.96,67.23,19.85,0.14
2006-09-20,27.72,16.38,77.74,16.08,33.47
2006-09-21,26.79,18.02,80.7,11.56,4.55
2006-09-22,28.77,15.95,69.48,15.47,1.04
2006-09-23,30.34,15.6,70.81,18.84,5.11
2006-09-24,28.05,16.98,69.75,16.05,2.4
2006-09-25,25.72,15.27,71.03,19.67,0.1
2006-09-26,26.8,13.93,70.05,19.88,2.25
2006-09-27,27.83,13.23,62.75,16.47,0.01
2006-09-28,27.15,10.39,60.15,25.2,0
2006-09-29,29.97,14.04,56.17,21.94,0.04
2006-09-30,28.41,15.73,69.53,13.69,1.89
2006-10-01,22.32,16.73,81.78,9.87,3.81
2006-10-02,23.58,16.67,83.03,7.55,6.5
2006-10-03,25.52,17.21,80.74,17.06,2.83
2006-10-04,29.57,17.64,72.4,21.82,4.81
2006-10-05,24.13,19.1,86.03,12.74,2.51
2006-10-06,27.93,18.65,81.52,13.9,19.64
2006-10-07,22.44,18.63,90.89,10.57,19.58
2006-10-08,24.42,18.28,85.94,19.15,0.67
2006-10-09,26,16.4,79.12,12.79,0.81
2006-10-10,25.96,16.02,77.17,13,2.69
2006-10-11,27.18,13.86,76.35,14.76,0.38
2006-10-12,27.17,17.33,81.77,16.17,8.74
2006-10-13,24.95,18.22,85.89,12.19,8.83
2006-10-14,26.39,17.72,77.24,19.07,0.83
2006-10-15,29.26,18.04,73.35,23.23,0.53
2006-10-16,29.82,18.63,70.31,22.2,4.76
2006-10-17,29.24,19.06,77.32,10.25,4.38
2006-10-18,26.13,18.71,80.36,11.61,2.16
2006-10-19,24.72,17.78,85.76,10.1,8.47
2006-10-20,27.95,15.43,75.21,18.12,1.47
2006-10-21,27.28,12.42,67.72,21.11,0.07
2006-10-22,25.59,13.83,69.63,17.14,0.41
2006-10-23,26.31,12.3,68.13,22.19,0.03
2006-10-24,25.57,14.5,68.25,14.03,0.06
2006-10-25,28.18,14.7,68.83,23.19,0.15
2006-10-26,30.46,16.64,68.84,22.65,0.04
2006-10-27,31.26,18.24,69.95,22.67,1.08
2006-10-28,30.38,15.65,65.47,24.75,0.24
2006-10-29,30.82,11.75,56.69,30.82,0
2006-10-30,32.38,13.31,58.27,27.71,0
2006-10-31,31.33,17.87,65.35,24.78,0.9
2006-11-01,30.76,18.77,72.12,18.56,8.88
2006-11-02,23.8,19.46,88.95,13.54,21
2006-11-03,28.37,18.26,79.78,15.37,6.63
2006-11-04,27.28,18.34,80.06,19.67,12.9
2006-11-05,28.28,16.52,74.48,25.81,0.11
2006-11-06,26.42,16.93,82.02,12.19,0.59
2006-11-07,27.96,16.26,78.28,20.43,3.3
2006-11-08,28.91,14.08,68.77,24.49,0.57
2006-11-09,22.74,14.91,78.48,15.47,4.88
2006-11-10,18.74,13.83,84.34,5.57,15.96
2006-11-11,20.74,11.75,77.57,10.76,4.56
2006-11-12,24.04,10.93,74.15,22.29,11.51
2006-11-13,24,12.35,75.87,16.95,9.62
2006-11-14,25.26,14.29,74.85,14.45,7.59
2006-11-15,25.42,15.75,82.77,24.76,0.88
2006-11-16,28.49,16.51,75.4,21.84,0.02
2006-11-17,29.64,18.73,70.66,28.32,0.22
2006-11-18,31.56,19.35,69.15,26.28,3.03
2006-11-19,27.59,19.55,81.11,24.25,19.75
2006-11-20,25.51,20.3,87.29,20.96,8.98
2006-11-21,28.32,18.42,78.03,21.86,2.1
2006-11-22,29.35,17.15,71.12,25.18,0.52
2006-11-23,30.14,17.76,71.4,27.12,0.24
2006-11-24,30.25,18.23,73.27,23.77,0.09
2006-11-25,26.46,19.11,79.02,25.51,21.21
2006-11-26,26.03,20.16,87.2,10.22,6.98
2006-11-27,28.28,19.65,82.15,18.45,13.86
2006-11-28,25.55,18.88,89.3,14.49,11.16
2006-11-29,27.93,19.18,84.73,17.93,5.52
2006-11-30,27.19,19.23,84,24.02,8.8
2006-12-01,28.37,17.41,75.45,25.49,0.02
2006-12-02,25.27,15.74,77.19,21,0.01
2006-12-03,28.62,16,76.01,24.99,0.27
2006-12-04,27.95,19,79.46,21.1,10.21
2006-12-05,24.99,19.42,86.07,10.76,9.29
2006-12-06,27.16,18.93,82.88,17.89,3.34
2006-12-07,27.7,19.5,83.15,19.67,2.66
2006-12-08,28.53,17.22,76.82,25.15,6.99
2006-12-09,25.24,17.99,81.56,10.19,8.15
2006-12-10,25.64,18.76,84.86,16.13,5.73
2006-12-11,27.35,17.66,80.69,15.42,5.7
2006-12-12,28.27,16.74,78,16.31,1.19
2006-12-13,26.69,18.12,84.13,16.31,5.59
2006-12-14,24.63,19.83,88.22,13.42,34.85
2006-12-15,23.61,18.49,90.58,12.25,30.75
2006-12-16,25.84,17.68,86.36,18.69,18.43
2006-12-17,28.01,18.29,81.64,23.88,2.4
2006-12-18,27.15,19.85,82.18,25.09,14.59
2006-12-19,28.12,18.85,82.55,21.83,1.8
2006-12-20,27.11,19.43,86.99,22.07,13.52
2006-12-21,26.78,19.75,86.26,18.63,12.98
2006-12-22,27.78,19.04,82.51,21.13,8.65
2006-12-23,28.7,19.15,79.3,20.75,9.85
2006-12-24,25.92,20.96,87.97,20.55,28.11
2006-12-25,29.39,19.37,81.2,19.12,13.57
2006-12-26,27.99,19.36,79.58,22.18,2.95
2006-12-27,25.76,19.46,83.43,21.97,12.04
2006-12-28,26,18.9,84.77,21.31,2.37
2006-12-29,27.04,17.37,81.04,19.61,0.43
2006-12-30,23.27,19.15,88.64,10.99,16.86
2006-12-31,23.33,18.61,89.22,9.05,35.62
2007-01-01,21.83,18.07,92.15,9.27,30.89
2007-01-02,23.58,17.74,89.92,11.45,14.98
2007-01-03,24.71,18.5,89.77,10.93,18.9
2007-01-04,24.83,18.68,90.57,11.95,34.61
2007-01-05,23.06,19.88,92.47,9.49,16.22
2007-01-06,21.96,18.51,92.32,12.2,9.64
2007-01-07,27.28,17.42,84.42,21.16,2.74
2007-01-08,25.71,19.43,88.44,18.09,2.12
2007-01-09,27.23,19.31,85.95,22.18,6.26
2007-01-10,29.78,19.36,80.97,18.89,2.1
2007-01-11,29.47,18.85,78.36,24.28,0.45
2007-01-12,28.64,18.95,84.46,25.64,2.1
2007-01-13,24.67,20.72,90.5,13.76,36.62
2007-01-14,27.43,19.52,88.95,15.7,49.07
2007-01-15,25.07,17.11,86.43,13.52,22.87
2007-01-16,25.13,18.81,88.22,11.14,14.6
2007-01-17,23.8,17.94,90.99,14.9,18.66
2007-01-18,24.16,19.81,93.59,7.18,38.89
2007-01-19,28.87,19.42,84.34,20.96,0.74
2007-01-20,27.32,20.35,88.48,18.42,8.69
2007-01-21,27.7,20.28,86.11,18.73,12.67
2007-01-22,23.92,18.54,89.3,10.76,11.23
2007-01-23,24.21,17.56,85.86,6.59,4.71
2007-01-24,26.58,17.55,84.44,14.95,4.65
2007-01-25,23.84,19.92,90.62,20.49,7.05
2007-01-26,26.26,20.09,89.25,19.3,7.02
2007-01-27,26.1,20.34,91.74,13.26,14.42
2007-01-28,26.62,19.63,88.77,17.14,17.46
2007-01-29,26.01,20.15,90.68,14.44,14.72
2007-01-30,25.29,20.66,90.71,11.51,15.67
2007-01-31,26.87,18.86,86.48,23.98,18.32
2007-02-01,26.94,20.34,87.45,24.15,4.48
2007-02-02,25.44,20.12,87.23,15.97,15.5
2007-02-03,25.92,18.17,82.78,23.19,1.84
2007-02-04,26.89,17.91,83.68,25.17,0.14
2007-02-05,26.47,17.86,88.21,22.53,6.29
2007-02-06,23.89,19.9,91.71,11.06,6.39
2007-02-07,25.89,19.05,89.49,14.29,6.1
2007-02-08,25.28,19.96,89.41,15.12,4.14
2007-02-09,27.32,18.32,79.54,28.6,0.27
2007-02-10,27.55,17.92,81.09,28.03,0.02
2007-02-11,26.01,19.46,86.9,18.55,7.61
2007-02-12,24.96,16.58,84.68,10.7,6.14
2007-02-13,25.27,14.56,83.46,23.85,0.45
2007-02-14,22.63,15.87,87.88,19.02,0.09
2007-02-15,26.94,16.31,82.5,19.28,0.11
2007-02-16,27.77,16.64,77.6,27.58,0.02
2007-02-17,28.38,17.26,76.09,26.91,1.63
2007-02-18,28.13,19.28,80.7,25.77,5.05
2007-02-19,24.11,18.66,86.19,18.31,5.13
2007-02-20,26.3,19.32,86.35,20.85,1
2007-02-21,27.58,18.02,81.34,26.11,0
2007-02-22,27.53,15.16,80.83,25.77,0
2007-02-23,26.87,15.16,78.13,27.91,0
2007-02-24,26.67,16.83,83.34,25.08,3.38
2007-02-25,26.41,17.42,79.47,25.1,3.84
2007-02-26,25.77,16.57,86.5,20.78,1.22
2007-02-27,23.49,18.82,89.82,14.04,2.02
2007-02-28,26.77,17.82,81.52,24.26,0.14
2007-03-01,24.43,15.53,77.32,22.76,0.01
2007-03-02,27.58,17.26,76.94,26.47,0
2007-03-03,27.41,17.44,80.54,26.4,0
2007-03-04,27.05,16.79,79.64,25.93,0
2007-03-05,27.11,16.13,78.1,25.88,0
2007-03-06,28.17,16.43,77.78,25.62,1.08
2007-03-07,27.55,18.71,78.94,26.34,0.34
2007-03-08,27.57,17.37,77.64,25.51,0.02
2007-03-09,27.81,17.55,77.99,25.15,0.21
2007-03-10,27.8,17.81,71.41,24.64,0.05
2007-03-11,27.5,16.18,73.61,24.67,0.15
2007-03-12,27.85,16.09,73.16,25.33,0.02
2007-03-13,27.19,17.9,75.32,24.81,0.11
2007-03-14,25.96,17.19,81.09,22.38,0.72
2007-03-15,26.77,17.37,78.33,24.11,0.1
2007-03-16,27.2,19.23,79.33,20.8,14.66
2007-03-17,24.82,19.11,88.75,15.2,10.34
2007-03-18,25.83,19.17,89.34,15.06,14.78
2007-03-19,25.18,18.98,86.47,14.68,6.99
2007-03-20,25.19,18.72,89.24,15.08,5.94
2007-03-21,25.77,19.07,86.33,20.42,10.41
2007-03-22,27.6,18.44,80.06,16.24,1.39
2007-03-23,27.7,19.76,81.19,20.7,0.23
2007-03-24,26.18,18.77,85.62,23.47,0.34
2007-03-25,25.72,19.41,85.96,22.05,0.34
2007-03-26,27.08,18.19,80.44,20.82,0.01
2007-03-27,28,17.84,78.61,23.61,0.03
2007-03-28,28.73,17.69,74.16,24.11,0.03
2007-03-29,28.54,17.39,78.92,24.26,0.22
2007-03-30,27.94,17.27,77.07,22.98,0.74
2007-03-31,28.66,16.74,75.34,22.35,0.01
2007-04-01,29.19,17.13,73.06,23.59,0
2007-04-02,28.16,16.06,76.6,23.62,0.02
2007-04-03,27.78,16.86,78.3,22.81,0.04
2007-04-04,28.25,18.93,80.34,20.89,1.07
2007-04-05,26.95,18.89,85.76,15.73,1.13
2007-04-06,24.18,18.07,86.06,15.82,0.21
2007-04-07,24.23,17.36,88.4,10.09,0.43
2007-04-08,25.82,17.58,89.1,8.34,19.16
2007-04-09,25.62,17.03,85.78,13.7,4.88
2007-04-10,26.44,17.42,79.63,18.2,0.84
2007-04-11,26.62,16.47,79.93,20.97,0.16
2007-04-12,26.34,16.61,78.67,20.3,0.03
2007-04-13,26.74,15.32,79.59,19.29,3.92
2007-04-14,26.19,16.19,81.9,19.32,1.15
2007-04-15,26.03,17.04,80.97,20.25,0.08
2007-04-16,26.07,16.69,80.33,18.78,1.3
2007-04-17,24.91,16.48,81.74,19.47,1.52
2007-04-18,25.98,15.88,80.74,19.43,0.19
2007-04-19,26.22,16.3,80.44,18.7,0.1
2007-04-20,26.34,16.55,79.88,17.63,8.11
2007-04-21,23.16,17.66,88.95,16,3.98
2007-04-22,25.16,17.13,84.81,12.22,4.52
2007-04-23,25.9,18.3,80.21,15.61,0.06
2007-04-24,26.11,16.41,81.33,16.94,0.07
2007-04-25,26.72,16.86,80.51,18.53,0.52
2007-04-26,26.57,16.75,84.91,17.4,3.63
2007-04-27,24.65,15.77,87.55,14,0.93
2007-04-28,23.12,14.85,83.42,12.07,0.2
2007-04-29,20.57,15.61,87.94,12.34,0.02
2007-04-30,24.9,15.34,84.66,15.95,1.45
2007-05-01,24.48,13.34,75.62,20.95,0.41
2007-05-02,23.75,11.72,69.74,21.14,0
2007-05-03,25.86,11.77,75.67,19.99,0.01
2007-05-04,25.68,14.48,80.91,13.76,0.01
2007-05-05,24.01,13.3,79.18,19.56,0
2007-05-06,23.51,11.55,78.29,18.13,2.38
2007-05-07,24.68,14.16,71.76,17.86,13.4
2007-05-08,26.24,13.59,76.8,16.62,0.05
2007-05-09,23.67,10.32,85.34,7.88,0.9
2007-05-10,21,8.82,75.9,19.42,0.07
2007-05-11,21.57,8.58,73.28,17.43,5.01
2007-05-12,23,9.64,80.86,18.11,0
2007-05-13,23.86,12.24,78.26,18.06,0
2007-05-14,25.23,11.75,83.85,13.87,0.05
2007-05-15,24.77,14.83,79.63,16.58,0.03
2007-05-16,25.24,13.73,81.19,14.86,0.03
2007-05-17,26.33,14.68,72.33,17.03,0.01
2007-05-18,26.09,15.25,74.96,17.02,0.05
2007-05-19,23.54,16.03,83.63,14.29,0.72
2007-05-20,24.52,14.36,81.03,13.79,0.53
2007-05-21,23.37,14.93,81.57,15.26,0.04
2007-05-22,20.37,14.06,88.08,6.73,5.02
2007-05-23,21.18,14.94,93.06,2.19,29.1
2007-05-24,19.77,9.7,83.78,15.71,2.73
2007-05-25,19.72,6.65,75.56,18.65,0
2007-05-26,20.68,9.05,79.7,18.21,0
2007-05-27,19.52,10.28,90.3,9.41,5.06
2007-05-28,21.57,11.28,84.61,14.22,0.22
2007-05-29,21.1,11.23,85.83,10.1,0.1
2007-05-30,18.48,7.56,80.24,12.39,0
2007-05-31,20.66,7.46,79.32,16.96,0
2007-06-01,21.68,9.48,86.3,15.59,0
2007-06-02,24.25,12.12,87.86,10.32,3.3
2007-06-03,22.02,10.16,86.11,8.02,2.47
2007-06-04,19.19,6.66,69.5,18.07,0
2007-06-05,20.13,5.33,71.84,17.73,0
2007-06-06,21.8,7.27,60.35,17.31,0
2007-06-07,24.5,10.84,64.99,16.97,0
2007-06-08,25.01,12.15,76.35,16.7,0
2007-06-09,24.94,11.27,78.43,16.58,0
2007-06-10,23.77,10.61,78.66,16.84,0
2007-06-11,23.91,10.4,77.47,17,0
2007-06-12,23.84,10.39,72.98,17.22,0
2007-06-13,23.66,9.72,70.96,17.07,0.3
2007-06-14,24.9,11.93,67.97,16.86,0.01
2007-06-15,25.07,10.91,71.66,16.55,0
2007-06-16,26.31,12.92,73.83,16.44,0
2007-06-17,24.88,12.43,77.4,15.81,0.07
2007-06-18,25.23,11.31,71.74,15.91,0
2007-06-19,24.77,10.11,66.79,16.87,0
2007-06-20,22.93,9.34,68.5,17.11,0.07
2007-06-21,23.16,8.58,76.38,16.93,0
2007-06-22,23.72,10.52,72.86,16.24,0
2007-06-23,23.4,8.7,68.73,15.88,0
2007-06-24,24.58,12.37,64.12,15.98,0
2007-06-25,25.2,10.1,77.28,15.28,0
2007-06-26,23.98,12.81,74.94,15.02,0
2007-06-27,24.36,9.89,72.12,13.28,0
2007-06-28,24.95,11.42,70.05,14.81,0
2007-06-29,24.59,13.22,75.73,13.41,0
2007-06-30,24.36,13,75,15.03,0
2007-07-01,24.2,9.52,67.06,17.09,0
2007-07-02,23.43,9.03,67.05,17.05,0
2007-07-03,23.97,8.32,61.12,17.05,0
2007-07-04,24.21,8.14,69.26,17.11,0
2007-07-05,24.63,9.15,71.66,16.84,0
2007-07-06,24.65,10.6,70.6,16.74,0
2007-07-07,24.56,9.65,62.96,17.34,0
2007-07-08,25.16,9.25,60.98,17.54,0
2007-07-09,26.04,10.93,59.06,17.42,0
2007-07-10,25.81,10.41,62.52,17.34,0
2007-07-11,26.81,12.88,68.82,15.21,0
2007-07-12,24.87,12.23,72.84,10.91,0
2007-07-13,24.35,11.99,70.14,14.58,0
2007-07-14,25.57,11.88,59.32,15.96,0
2007-07-15,27.34,13.79,58.46,15.77,0.01
2007-07-16,26,13.34,68.44,14.05,1.14
2007-07-17,25.78,13.02,73.45,12.28,1.31
2007-07-18,24.47,13.51,75.63,4.39,4.08
2007-07-19,22.77,9.04,69.51,18.08,0.05
2007-07-20,24.62,6.89,63.66,18.5,0
2007-07-21,27.05,10.47,51.12,18.53,0
2007-07-22,27.64,10.2,61.58,17.59,0
2007-07-23,29,15.25,68.4,12.41,4.86
2007-07-24,24.36,15.34,87.5,10.25,23.83
2007-07-25,23.57,13.38,88.87,3.17,15.68
2007-07-26,19.85,9.72,77.07,16.9,0.16
2007-07-27,20.29,10.14,87.11,5.58,1.72
2007-07-28,23.21,11.1,80.78,11.29,1.86
2007-07-29,17.91,7.55,75.11,16.03,0.01
2007-07-30,19.59,4.96,70.74,18.5,0
2007-07-31,19.63,6.19,72.66,18.73,0
2007-08-01,23.3,8.38,66.31,17.89,0
2007-08-02,24.36,9.89,67.33,17.91,0.01
2007-08-03,24.42,8.99,65.2,19.53,0
2007-08-04,24.67,8.98,63.84,19.35,0
2007-08-05,25.86,12.72,60.87,19.08,0
2007-08-06,25.83,11.75,71.17,16.78,0
2007-08-07,26.28,10.36,65.77,19.85,0
2007-08-08,28.42,11.12,55.04,19.82,0
2007-08-09,26.92,11.43,62.85,18.78,0
2007-08-10,26.06,11.21,60.16,17.69,0
2007-08-11,26.96,10.54,63.62,15.12,0
2007-08-12,27.01,12.71,70.23,15.11,0
2007-08-13,26.46,13.04,67.34,19.24,0
2007-08-14,26.86,11.02,63.85,20.21,0
2007-08-15,26.44,10.75,61.02,19.95,0
2007-08-16,25.7,9.33,60.6,21.09,0
2007-08-17,26.74,9.06,58.9,21.08,0
2007-08-18,26.95,10.41,67.91,21.04,0
2007-08-19,26.88,10.84,64.15,19.11,0
2007-08-20,27.46,10.32,59.75,20.86,0
2007-08-21,27.45,11.36,65.01,20.88,0
2007-08-22,26.92,10.28,64.34,21.13,0
2007-08-23,27.72,10.64,56.67,21.7,0
2007-08-24,28.32,10.26,50.99,22.27,0
2007-08-25,29.65,11.39,44.99,22.39,0
2007-08-26,30.84,12.08,44.16,21.63,0
2007-08-27,32.37,16.99,48.99,17.29,0
2007-08-28,30.4,14.43,66.01,19.09,0
2007-08-29,29.88,14.06,64.84,16.77,0
2007-08-30,29.13,14.71,64.86,11.42,0
2007-08-31,29.07,14.72,65.46,12.57,0
2007-09-01,28.98,13.76,62.84,21.03,0
2007-09-02,30.18,16.04,56.66,20.76,0.52
2007-09-03,30.42,17.1,60.23,18.88,4.68
2007-09-04,29.91,15.48,61.11,19.37,0.32
2007-09-05,29.08,13.76,60.13,21.14,0
2007-09-06,28.98,14.26,63.93,17.71,0.6
2007-09-07,29.41,14.54,58.65,22.06,0.05
2007-09-08,29.52,13.69,56.04,23.02,0
2007-09-09,29.18,12.88,54.79,23.65,0
2007-09-10,29.31,12.65,53.65,23.8,0
2007-09-11,29.04,12.62,54.75,20.03,0
2007-09-12,28.58,12.64,51.69,19.61,0
2007-09-13,29.15,13.97,49.41,19.99,0
2007-09-14,29.8,12.34,45.98,24.29,0
2007-09-15,31.15,12.57,42.33,23.18,0
2007-09-16,32.37,13.64,49.68,21.83,0
2007-09-17,31.25,13.41,58.1,24.17,0
2007-09-18,31.46,14.03,56.03,22.63,0
2007-09-19,32.49,14.75,50.02,23.29,0.03
2007-09-20,34.97,16.53,42.63,22.68,0.01
2007-09-21,33.2,16.6,41.76,22.2,0
2007-09-22,33.91,16.3,37.45,21.27,0
2007-09-23,34.45,16.05,32.76,22.64,0
2007-09-24,36.7,16.73,41.27,21.41,0.01
2007-09-25,28.5,14.64,54,15.62,0
2007-09-26,28.27,12.59,54.94,15.35,0.06
2007-09-27,31.08,14.42,56.25,21.15,0
2007-09-28,32.62,16.18,56.07,20.03,0.3
2007-09-29,31.86,17.71,59.3,22.33,0.05
2007-09-30,29.08,15.98,58.89,19.94,1.3
2007-10-01,29.68,14.8,50.99,20.83,0
2007-10-02,29.87,13.21,50.01,25.71,0
2007-10-03,30.16,13.39,50.45,25.45,0
2007-10-04,31.4,13,47.49,25.68,0
2007-10-05,32.18,14.54,42.65,25.45,0
2007-10-06,33,15.45,39.5,25.02,0
2007-10-07,33.86,16.57,37.5,20.44,0.05
2007-10-08,33.68,18.76,42.96,24.76,0.02
2007-10-09,32.84,16.26,44.52,25.86,0
2007-10-10,33.15,16.31,37.69,27.74,0
2007-10-11,33.78,15.48,35.7,27.36,0
2007-10-12,33.59,16.4,39.23,25.76,0
2007-10-13,34.66,18.18,37.39,19.62,0
2007-10-14,34.25,21.99,42.49,12.48,0.33
2007-10-15,32.01,19.57,55.03,18.63,0.29
2007-10-16,35.2,19.44,40.52,25,0
2007-10-17,36.3,20.87,48.33,22.11,5.24
2007-10-18,27.28,19.51,75.71,13.1,6.05
2007-10-19,25.3,18.05,79.96,13.45,4.15
2007-10-20,32.67,17.54,64.71,25.41,0.01
2007-10-21,34.25,19.24,60.54,26.32,0.36
2007-10-22,28.12,20.25,71.66,18.19,11.02
2007-10-23,24.24,17.6,77.16,7.22,3.48
2007-10-24,21.36,17.19,88.02,6.79,27.35
2007-10-25,22.46,16.83,87.5,6.38,6.61
2007-10-26,28.75,16.82,75.33,18.38,0.39
2007-10-27,32.01,17.43,69.04,24.86,2.25
2007-10-28,29.78,18.81,74.39,23.61,1.29
2007-10-29,32.64,18.68,67.8,26.77,1.12
2007-10-30,32.84,19.96,68.46,25.76,3.26
2007-10-31,28.19,20.57,73.31,27.07,3.39
2007-11-01,33.94,19.76,68.54,21.73,8.86
2007-11-02,32.25,20.57,67.1,20.09,1.18
2007-11-03,29.71,19.69,72.4,20.67,7.33
2007-11-04,23.4,18.98,84.25,13.74,27.33
2007-11-05,26.75,16.43,80.88,16.91,12.25
2007-11-06,22.12,17.76,86.28,7.46,15.14
2007-11-07,26.53,16.8,78.09,16.38,2.86
2007-11-08,25.67,18.2,81.66,14.2,6.54
2007-11-09,23.7,18.27,86.58,15.48,11.51
2007-11-10,28.48,18.36,78.29,13.56,9.89
2007-11-11,29.23,17.63,73.74,14.72,2.53
2007-11-12,24.71,17.37,83.96,13.28,16.79
2007-11-13,25.87,16.22,80.75,8.3,0.68
2007-11-14,27.45,16.79,80.01,16.25,2.42
2007-11-15,25.51,18.55,84.33,9.89,1.64
2007-11-16,24.17,15.65,79.22,9.93,1.14
2007-11-17,27.84,14.48,71.85,23.21,0.05
2007-11-18,29.25,15.3,67.48,24.48,0
2007-11-19,26.6,17.52,77.16,18.29,9.28
2007-11-20,29.11,18.6,73.59,25.75,2.48
2007-11-21,29.63,16.26,67.4,29.49,0.07
2007-11-22,22.21,13.38,77.32,27.7,3.73
2007-11-23,27.76,13.81,70.76,22.21,1.01
2007-11-24,29.18,16.1,67.59,20.87,8.72
2007-11-25,25.85,19.09,80.9,13.7,4.04
2007-11-26,27.45,18.79,79,20.44,15.55
2007-11-27,29.29,18.26,74.16,25.48,2.48
2007-11-28,29.44,14.76,68.57,27.52,0
2007-11-29,28.09,13.79,71.59,21.59,2.36
2007-11-30,29.17,14.78,70,26.75,0.25
2007-12-01,30.96,16.14,66.24,24.61,0
2007-12-02,31.86,17.63,63.37,25.74,0
2007-12-03,32.18,17.83,62.07,26.11,0.2
2007-12-04,32.45,18.44,68.44,24.81,5.92
2007-12-05,27.41,20.93,75.09,20.9,4.92
2007-12-06,30.05,20.08,76.25,19.32,2.83
2007-12-07,29.4,19.68,78.78,17.72,7.79
2007-12-08,29.7,19.51,78.29,18.73,4.95
2007-12-09,29.51,20.24,77.33,17.32,7.02
2007-12-10,28.31,19.85,79.61,19.94,11.16
2007-12-11,27.39,19.39,79.82,23.56,2.32
2007-12-12,29.56,18.81,79.29,21.63,7.89
2007-12-13,26.95,17.85,83.21,18.54,17.8
2007-12-14,25.7,17.26,83.25,10.02,11.45
2007-12-15,28.57,16.34,74.52,26.6,1.24
2007-12-16,29.01,16,73.53,27.55,0.92
2007-12-17,28.87,17.55,72.9,27.62,0.52
2007-12-18,29.08,16.58,72.36,28.14,1.79
2007-12-19,25.05,17.8,85.31,10.57,38.96
2007-12-20,24.74,18.64,84.68,8.5,5.57
2007-12-21,23.05,17.81,85.53,12.94,4.77
2007-12-22,23.36,18.32,89.17,12.26,5.18
2007-12-23,23.36,18.35,80.97,13.17,8.71
2007-12-24,23.82,17.75,85.97,17,2.29
2007-12-25,26.4,17.77,80.81,20.96,0.08
2007-12-26,26.36,16.66,75.42,28.21,0
2007-12-27,28.88,14.59,70.82,31.2,0
2007-12-28,29.56,17.49,69.92,28.73,1.93
2007-12-29,30.63,16.67,68.25,31.13,0.02
2007-12-30,31.35,16,64.19,31.17,0
2007-12-31,32.87,18.53,59.1,30.83,0.02
2008-01-01,32.03,19.51,61.43,27.81,0.11
2008-01-02,30.16,17.26,64.76,21.62,0.01
2008-01-03,32.86,17.2,58.82,29.68,0.26
2008-01-04,32.02,17.11,61.91,29.09,0.02
