"Date","Temp_Max","Temp_Min","Humidity","Solar_Radiation","Precipitation_mm"
2001-01-01,28.36,17.77,80.81,24.64,3.89
2001-01-02,26.69,16.75,84.83,20.79,7.78
2001-01-03,28.19,18.69,83.58,18.56,11.92
2001-01-04,25.06,19.32,87.79,24.8,2.92
2001-01-05,28.27,17.89,75.54,25.73,0.58
2001-01-06,29.24,18.24,75.24,29.08,0.1
2001-01-07,29.34,17.92,73.56,29.59,0.59
2001-01-08,28.33,18.63,77.4,27.29,4.47
2001-01-09,27.91,18.38,81.38,25.33,8.27
2001-01-10,27.16,18.68,81.13,21.99,2.45
2001-01-11,26.88,18,68.54,29.2,3.37
2001-01-12,27.45,16.97,72.15,25.57,5.96
2001-01-13,26.27,18.39,81.35,24.22,14.12
2001-01-14,26.54,17.51,80.08,25.61,3.59
2001-01-15,27.18,16.87,79.34,26.97,0.12
2001-01-16,27.83,17.19,79.88,26.88,0.08
2001-01-17,27.87,17.22,78.39,29.53,0
2001-01-18,28.17,17.44,78.92,29.17,0.4
2001-01-19,28.48,18.86,80.6,27.87,7.43
2001-01-20,25.63,19.97,86.36,22.95,2.26
2001-01-21,27.51,16.51,77.11,21.21,10.49
2001-01-22,26.57,17.72,84.81,19.86,5.02
2001-01-23,23.5,19.4,90.65,20.22,6.48
2001-01-24,25.84,18.51,83.69,16.88,7.25
2001-01-25,27.41,19.93,83.76,19.03,6.37
2001-01-26,24.78,19.75,84.83,13.14,4.19
2001-01-27,27.3,19.05,81.38,19.91,5.93
2001-01-28,27.44,19.7,79.8,15.83,14.3
2001-01-29,29.08,19.67,79.42,23.83,1.58
2001-01-30,28.19,20.3,79.2,20.84,10.18
2001-01-31,27.22,20.62,78,25.36,3.18
2001-02-01,27.44,20.49,79.92,24.66,2.17
2001-02-02,29.51,18.9,79.17,26.24,2.05
2001-02-03,28.39,20.43,77.21,25.68,3.31
2001-02-04,28.86,20.38,74.09,23.54,2.49
2001-02-05,28.06,20.63,81.55,22.36,15.44
2001-02-06,26.55,19.77,86.65,25.3,3.36
2001-02-07,28.26,17.54,82.63,21.62,3.6
2001-02-08,24.93,19.85,87.95,14.41,11.04
2001-02-09,24.56,18.95,86.41,13.89,4.86
2001-02-10,26.34,18.91,82.59,17.53,8.55
2001-02-11,29.49,18.41,71.43,24.37,2.45
2001-02-12,27.83,17.83,77.92,20.36,5.82
2001-02-13,25.72,19.96,82.47,13.46,6.45
2001-02-14,27.09,19.35,81,23.53,2.22
2001-02-15,27.62,18.34,78.69,23.97,4.56
2001-02-16,28.63,18.77,77.58,25.8,9.7
2001-02-17,25.88,19.9,84.04,19.84,3.9
2001-02-18,28.93,18.34,74.24,27.35,0.71
2001-02-19,29.35,16.49,68.91,28,0.2
2001-02-20,28.97,17.53,75.45,25.8,0.52
2001-02-21,27.62,18.89,76.72,28.01,0.06
2001-02-22,27.73,17.88,79.41,21.6,0.1
2001-02-23,28.14,18.33,76.2,23.69,2.09
2001-02-24,25.16,19.75,81.85,25.52,1.68
2001-02-25,28.03,17.11,77.62,25.27,1.31
2001-02-26,28.71,18.38,77.72,27,0.34
2001-02-27,28.57,17.99,77.19,25.62,0.36
2001-02-28,27.42,16.68,78.84,25.51,0.13
2001-03-01,27.83,18.05,74.94,23.26,0.11
2001-03-02,27.85,16.69,75.08,24.99,1.52
2001-03-03,26.37,16.55,78.8,24.8,6.67
2001-03-04,28.02,16.34,72.84,25.29,3.57
2001-03-05,27.57,17.87,80.83,16.24,10.49
2001-03-06,26.12,17.56,85.65,19.03,3.36
2001-03-07,26.58,19.44,82.29,18.67,12.31
2001-03-08,27.25,18.93,82.49,14.34,6.08
2001-03-09,26.59,19.29,82.77,11.81,7.71
2001-03-10,25.07,18.46,88.9,9.36,8.97
2001-03-11,27.18,18.27,81.95,18.72,17.64
2001-03-12,25.24,18.97,88.44,15.9,5.2
2001-03-13,27.26,16.97,82.61,21.75,0.09
2001-03-14,27.35,17.48,82.73,21.04,0.03
2001-03-15,28.12,18.05,80.11,24.03,0.01
2001-03-16,28.42,16.97,73.88,24.34,0.12
2001-03-17,28.55,18.11,75.62,24.76,2.05
2001-03-18,27.81,20.46,83.6,23.2,1.51
2001-03-19,26.61,19.7,79.19,18.9,5.74
2001-03-20,27.38,17.13,79.21,19.35,10.88
2001-03-21,28.42,17.77,75.89,22.75,1.31
2001-03-22,27.55,17.35,75.85,23.83,0.14
2001-03-23,28.98,16.79,71.64,24.27,0.55
2001-03-24,27.01,18.75,73.03,23.33,1.88
2001-03-25,27.71,18.48,77.14,23.26,3.85
2001-03-26,27.44,17.2,76.59,22.36,2.27
2001-03-27,27.54,18.24,78.48,19.46,6.38
2001-03-28,27.14,17.13,75.18,19.14,27.11
2001-03-29,25.37,18.7,86.35,16.27,4.41
2001-03-30,22.81,18.03,89.07,11.46,9.48
2001-03-31,24.55,17.39,87.59,13.49,1.05
2001-04-01,25.72,17.67,83.51,21.08,0.91
2001-04-02,26.02,16.77,80.65,18.27,0.53
2001-04-03,25.72,16.39,82.6,19.2,0.86
2001-04-04,26.7,17.18,83.46,19.75,1.58
2001-04-05,26.92,18.19,83.73,19.28,0.45
2001-04-06,28.12,17.73,76.71,21.44,0.95
2001-04-07,27.54,18.45,79.51,21.42,0.48
2001-04-08,27.9,17.18,77.37,20.19,0.81
2001-04-09,27.15,18.62,81.33,19.32,0.46
2001-04-10,26.31,19.05,85.04,17.68,3.16
2001-04-11,29.12,19.67,78.68,20.35,0.22
2001-04-12,27.82,15.88,79.05,21.19,0.08
2001-04-13,25.42,12.78,74.73,20.59,0.02
2001-04-14,25.61,12.3,76.48,21.43,0
2001-04-15,25.22,14.84,80.28,17.68,1.16
2001-04-16,25.61,15.82,79.72,18.33,0.91
2001-04-17,25.84,15.72,79.79,21.13,0.36
2001-04-18,26.88,14.5,72.87,21.45,0.06
2001-04-19,27.35,15.17,72.94,21.6,0
2001-04-20,28.26,17.21,70.04,21.3,0
2001-04-21,29.55,16.31,59.4,20.94,0.12
2001-04-22,28.95,18.41,62.42,15.63,1.86
2001-04-23,30.36,16.71,66.12,19.4,0.05
2001-04-24,29.25,16.09,72.19,19.97,0
2001-04-25,28.49,15.41,72.32,20.59,0
2001-04-26,27.97,13.55,64.55,17.67,0
2001-04-27,29.19,13.95,64.59,20.81,0
2001-04-28,29.23,14.37,64.27,19.83,0
2001-04-29,29.14,15.1,71.56,18.7,0
2001-04-30,28.35,14.91,69.57,19.64,0
2001-05-01,28.68,15.67,72.35,18.25,0
2001-05-02,29.51,17.22,71.21,18.09,0.02
2001-05-03,29.81,14.8,61.89,19.93,0
2001-05-04,29.91,14.02,64.91,16.78,0.37
2001-05-05,25.93,11.24,73.28,11.33,0.11
2001-05-06,23.48,7.19,67.35,20.39,0
2001-05-07,24.3,9.6,71.5,20.1,0.01
2001-05-08,25.31,10.59,72.66,19.81,0.37
2001-05-09,27.74,11.55,70.83,19.75,0
2001-05-10,28.55,11.71,61.45,17.16,0.19
2001-05-11,28.87,15.45,73.58,17.34,3.19
2001-05-12,27.25,16.1,82.08,9.89,7.99
2001-05-13,23.32,16.95,86.33,7.22,4.97
2001-05-14,23.45,13.25,82.49,12.45,1.19
2001-05-15,22.53,12.63,81.44,9.89,4.46
2001-05-16,19.79,15.12,93.05,2.62,23.27
2001-05-17,24.92,12.68,86.55,9.26,2.44
2001-05-18,20.94,8.01,73.52,19.4,0
2001-05-19,22.45,6.11,80.74,18.56,0
2001-05-20,23.6,10.15,78.41,17.71,0.01
2001-05-21,23.63,10.96,74.59,17.99,0
2001-05-22,23.51,10.28,73.06,15.46,0.28
2001-05-23,24.54,12.98,73.54,11.96,0.11
2001-05-24,23.42,14.22,82.87,12.24,1.71
2001-05-25,24.24,13.48,80.23,9.31,0.3
2001-05-26,24.86,13.75,77.94,11.83,0.28
2001-05-27,21.8,15.25,89.98,8.11,1.43
2001-05-28,24.89,14.21,79.89,12.53,1.54
2001-05-29,25.81,15.29,80.64,13.37,3.05
2001-05-30,26.67,14.23,75.5,16.99,0.03
2001-05-31,26.75,13.64,72.68,15.84,0
2001-06-01,26.31,14.66,72.62,15.38,0
2001-06-02,26.51,13.6,71.46,16.66,0
2001-06-03,27.99,13.03,74.06,16.34,0
2001-06-04,27.96,16.28,77.11,13.71,0
2001-06-05,25.31,14.23,74.79,13.92,0
2001-06-06,27.04,12.54,67.82,16.12,0
2001-06-07,27.46,13.2,71.37,16.08,0
2001-06-08,26.86,13.85,72.46,15.18,0
2001-06-09,25.81,13.29,67.99,15.1,0
2001-06-10,25.77,10.69,69.41,15.62,0.01
2001-06-11,24.59,13.56,74.99,14.69,0.05
2001-06-12,24.9,12.53,72.91,15.13,0.01
2001-06-13,24.89,12.56,68.64,16,0.02
2001-06-14,25.81,10.67,62.22,16.6,0
2001-06-15,26.96,12.42,61.46,15.41,0
2001-06-16,27.45,14.07,61.13,13.04,0
2001-06-17,27.85,12.6,60.05,15.16,0
2001-06-18,26.25,13.99,71.3,12.67,0
2001-06-19,24.32,12.7,73.03,11.67,0.02
2001-06-20,22.48,12.77,76.75,9.79,0
2001-06-21,17.88,8.35,64.03,14.91,0
2001-06-22,23.95,7.12,73.36,14.28,0.03
2001-06-23,25.47,12.58,73.61,11.69,0.15
2001-06-24,26.21,14.3,73.28,12.32,0.03
2001-06-25,27.22,13.88,69.77,15.18,0.12
2001-06-26,26.64,11.76,72.11,12.78,0.19
2001-06-27,22.28,8.9,68.19,16.08,0.88
2001-06-28,22.92,6.23,72.36,16.08,0.01
2001-06-29,23.71,9.68,73.86,14.73,0
2001-06-30,24.96,11.7,70.31,15.88,0
2001-07-01,25.49,10.64,67.53,16.1,0
2001-07-02,25.89,9.74,64.13,15.9,0
2001-07-03,27.7,8.65,56.2,16.77,0
2001-07-04,27.28,9,54.23,17.22,0
2001-07-05,28.31,12.33,48.79,17.2,0
2001-07-06,26.55,9.19,68.35,16.77,0
2001-07-07,26.48,11.27,68.39,15.97,0
2001-07-08,26.17,11.83,62.38,16.94,0
2001-07-09,24.98,10.76,64.49,16.42,0
2001-07-10,26.11,10.8,59.66,15.86,0
2001-07-11,26.53,10.49,59.54,17.05,0
2001-07-12,25.89,12.89,65.66,10.52,0
2001-07-13,23.36,10.83,72.03,16.98,0
2001-07-14,24.41,10.2,68.77,17.05,0
2001-07-15,25.77,9.19,62.58,16.79,0
2001-07-16,26.33,9.7,56.6,17.57,0
2001-07-17,26.23,8.56,54.51,18.04,0
2001-07-18,27.14,10.45,57.55,16.09,0.12
2001-07-19,28.44,13.56,59.71,14.8,1.81
2001-07-20,29.32,14.13,59.27,15.39,1.93
2001-07-21,29.83,13.61,56.91,15.95,0.12
2001-07-22,29.05,14.64,63.11,13.24,0.49
2001-07-23,24.69,12.74,73.32,11.46,0.48
2001-07-24,26.24,14.2,71.51,11.43,3.21
2001-07-25,27.41,14.38,69.83,15.42,0.33
2001-07-26,28.57,13.66,63.92,16.5,0.06
2001-07-27,28.67,12.61,61.77,17.76,0.09
2001-07-28,23.87,11.33,73.58,7.99,0.26
2001-07-29,21.45,9.6,68.34,15.29,0.01
2001-07-30,26.81,10.38,65.83,16.29,0
2001-07-31,26.71,10.19,64.4,17.16,0
2001-08-01,27.17,10.09,60.79,19.41,0
2001-08-02,27.89,9.97,58.65,19.56,0
2001-08-03,28.19,11.6,64.05,18.6,0
2001-08-04,29.09,12.82,57.72,19.24,0
2001-08-05,28.78,9.75,52.42,17.73,0
2001-08-06,28.89,9.99,56.47,19.06,0
2001-08-07,28.01,9.93,55.16,20.07,0
2001-08-08,27.04,9.39,52.89,18.67,0
2001-08-09,26.47,9.48,52.58,19.9,0
2001-08-10,26.22,9.82,56.15,16.66,0
2001-08-11,26.08,12.71,58.56,15.93,0
2001-08-12,26.06,12.67,60.51,18.73,0
2001-08-13,27.05,12.05,55.66,18.74,0
2001-08-14,27.1,10.01,49.17,20.56,0
2001-08-15,27.31,9.41,54.08,20.96,0
2001-08-16,26.47,10.25,53.68,19.54,0
2001-08-17,26.59,10.37,55.7,20.65,0
2001-08-18,27.95,13.36,56.72,16.86,0.12
2001-08-19,29.22,13.18,56.19,18,0.05
2001-08-20,29.44,11.74,48.21,19.98,0
2001-08-21,27.33,11.74,52.8,17.92,0.19
2001-08-22,29.39,12.7,48.07,18.49,0.56
2001-08-23,28.6,15.96,57.34,9.07,5.18
2001-08-24,26.82,15.68,72.57,12.46,6.28
2001-08-25,28.24,15.16,62.35,19.98,0.02
2001-08-26,30.37,15.26,53.69,17.89,2.65
2001-08-27,30.07,15.22,57.85,11.85,1.43
2001-08-28,29.44,15.96,60.95,14.12,1.8
2001-08-29,28.13,15.95,71.75,9.79,7.92
2001-08-30,28.09,15.56,68.84,11.04,0.41
2001-08-31,29.34,15.15,66.08,20.81,0.76
2001-09-01,28.97,15.99,64.02,19.87,0.19
2001-09-02,28.72,14.75,59.23,21.75,0.04
2001-09-03,29.03,14.64,55.87,22,0
2001-09-04,30.19,13.65,56.31,21.79,0
2001-09-05,30.7,13.88,58.38,23.29,0
2001-09-06,28.68,13.71,66.23,19.55,0.02
2001-09-07,27.7,15.07,60.22,18.96,0
2001-09-08,30.45,11.3,56.31,22.97,0
2001-09-09,33.22,14.31,51.48,23.01,0
2001-09-10,30.45,13.93,54.73,22.77,0
2001-09-11,32.36,16.32,50.02,13.16,0.01
2001-09-12,26.97,12.84,59.75,20,0.26
2001-09-13,30.84,14.5,61.12,11.92,5.09
2001-09-14,22.69,17.46,83.44,3.91,21.9
2001-09-15,27.82,17.22,81.12,5.24,16.04
2001-09-16,25.73,11.91,64.47,8.87,1.61
2001-09-17,22.15,6.46,60.09,26.25,0.03
2001-09-18,24.77,8.16,63.56,25.96,0
2001-09-19,25.65,8.82,60.6,25.54,0
2001-09-20,27.32,11.46,61.26,25.56,0.01
2001-09-21,26.97,12.44,67.02,19.07,0.06
2001-09-22,24.94,13.95,69.08,9.22,1.94
2001-09-23,27.64,13.54,72.77,14.31,0.66
2001-09-24,29.84,15.19,64.55,22.36,0.1
2001-09-25,29.96,16.33,64.36,16.69,1.44
2001-09-26,31.07,17.72,68.44,13.99,3.16
2001-09-27,28.72,17.44,72.36,6.48,4.39
2001-09-28,28.16,15.42,71.65,13.5,0.44
2001-09-29,28.76,15.27,67.11,17.24,0.36
2001-09-30,21.15,15,78.78,9.71,1.09
2001-10-01,28.03,15.75,75.52,11.44,19.84
2001-10-02,28.1,18.79,82.4,4.08,29.09
2001-10-03,27.04,16.75,75.21,18.54,2.42
2001-10-04,29.96,13.83,67.04,26.35,0
2001-10-05,30.82,14.87,65.62,20.83,0.6
2001-10-06,30.58,13.8,66.85,25.06,0.71
2001-10-07,26.7,14.48,74.54,18.31,6.1
2001-10-08,23.62,15.69,82.47,4.6,14.32
2001-10-09,27.68,14.81,75.17,8.53,0.95
2001-10-10,26.41,16.89,76.07,16.48,0.12
2001-10-11,23.53,17.16,79.55,21.58,2.77
2001-10-12,29.37,15.48,69.39,25.93,0.39
2001-10-13,29.05,16.57,61.94,25.46,0.08
2001-10-14,27.13,15.97,63.78,20.73,0.12
2001-10-15,28.6,14.74,63.02,23.49,1.3
2001-10-16,28.67,15.97,64.25,22.24,0.85
2001-10-17,27.94,15.14,70.43,15.53,1.94
2001-10-18,29.01,16.08,68.92,22.45,0.77
2001-10-19,23.78,17.55,84.9,12.99,31.97
2001-10-20,26.67,17.13,77.17,16.64,9.21
2001-10-21,29.43,15.12,70.53,25.19,1.31
2001-10-22,26.37,17.37,72.34,18.52,8.53
2001-10-23,28.89,15.86,66.53,25.82,0.09
2001-10-24,29.24,14.83,69.32,24.15,0.01
2001-10-25,29.64,15.32,64.98,27.23,0
2001-10-26,29.08,13.68,60.41,29.8,0.06
2001-10-27,29.69,12.05,59.25,29.41,0.07
2001-10-28,31.52,12.15,53.22,27.73,0
2001-10-29,32.08,13.39,51.4,29.32,0.01
2001-10-30,32.21,15.97,56.98,28.53,0.3
2001-10-31,32.4,18.43,61.2,20.35,2.62
2001-11-01,31.69,16.85,65.26,24.72,3.58
2001-11-02,29.68,16.16,70.07,24.3,3.74
2001-11-03,25.31,16.22,84.05,13.1,13.74
2001-11-04,22.22,15.66,85.09,6.1,21.98
2001-11-05,28.07,16.94,77.84,13.99,2.55
2001-11-06,30.48,16.43,67.11,23.61,0.12
2001-11-07,31.4,17.15,65.89,25.13,0.01
2001-11-08,31.83,18.13,66.98,20.09,0.92
2001-11-09,31,19.29,69.11,27.11,8.72
2001-11-10,31.03,17.75,69.57,24.58,1.97
2001-11-11,29.9,18.68,76.52,20.07,17.67
2001-11-12,28.1,19.84,81.86,12.18,13.81
2001-11-13,27.95,19.67,81.33,12.49,11.92
2001-11-14,25.5,18.07,82.18,16.09,11.3
2001-11-15,25.32,18.96,88.63,17.81,1.99
2001-11-16,28.63,18.23,78.59,23.67,1.71
2001-11-17,25.53,18.76,82.05,22.03,9.97
2001-11-18,27.57,18.11,76.83,16.79,2.69
2001-11-19,27.34,17.87,77.77,21.56,27.54
2001-11-20,24.37,18.81,86.1,22.13,6.63
2001-11-21,27.89,17.64,79.5,26.46,4.41
2001-11-22,27.94,17.47,78.08,23.57,1.79
2001-11-23,25.93,19.32,81.31,15.44,3.78
2001-11-24,28.69,19.41,78.41,29.05,2.59
2001-11-25,29.7,18.78,73.92,26.34,2.52
2001-11-26,29.12,16.48,74.66,26.79,0.14
2001-11-27,29.39,17.59,71.01,27.35,1.68
2001-11-28,25.84,19.32,84.07,18.51,14.48
2001-11-29,26.31,18.09,75.41,23.38,0.49
2001-11-30,25.11,18.63,86.5,8.9,36.9
2001-12-01,26.22,15.32,81.93,19.33,5.23
2001-12-02,26.48,11.55,69.92,32.6,0
2001-12-03,27.2,13.27,72.71,29.63,0
2001-12-04,26.04,14.29,73.37,28.43,0
2001-12-05,28.31,15.69,76.34,28.79,0.4
2001-12-06,26.25,18.84,83.34,11.55,9.64
2001-12-07,25.62,18.88,84.97,15.42,11.47
2001-12-08,27.42,17.81,79.55,18.54,1.52
2001-12-09,28.89,16.98,72.93,25.42,1.11
2001-12-10,28.53,18.2,73.17,23.73,3.33
2001-12-11,28.32,18.58,74.52,26.38,0.69
2001-12-12,29.66,17.48,70.65,24.5,0.23
2001-12-13,24.69,19.13,83.85,16.14,12.25
2001-12-14,24.01,18.29,87.49,10.39,12.24
2001-12-15,25.07,19.42,87.24,11.13,26.02
2001-12-16,27.22,19.27,85.01,14.83,17.04
2001-12-17,28.44,20.13,83.85,22.52,11.8
2001-12-18,28.64,19.15,82.07,23.97,5.48
2001-12-19,30.34,19.82,77.91,22.83,5.47
2001-12-20,24.93,19.69,86.39,13.58,7.93
2001-12-21,24.98,19.89,88.57,18.45,6.41
2001-12-22,23.94,19.91,91.42,20.19,11.96
2001-12-23,26.78,18.97,83.59,16.17,11.75
2001-12-24,22.82,17.09,86.12,12.99,12.7
2001-12-25,24.09,15.23,85.08,9.04,2.38
2001-12-26,22.82,16.45,88.01,20.85,3.7
2001-12-27,25.25,16.95,87.6,21.9,6.64
2001-12-28,23.38,18.07,90.1,13.64,17.63
2001-12-29,22.68,17.56,90.22,9.5,28.52
2001-12-30,26.68,16.55,84.22,17.57,18.99
2001-12-31,28.41,17.94,80.8,23.16,2.83
2002-01-01,26.39,17.31,82.75,17.43,5.74
2002-01-02,28.55,18.07,80.37,20.27,1.08
2002-01-03,28.38,18.06,78.12,27.24,0.17
2002-01-04,28.51,18.78,77.54,28.89,0.8
2002-01-05,28.21,17.91,78.36,24.25,3.4
2002-01-06,27.99,18.48,80.95,22.1,6.34
2002-01-07,26.63,18.99,80.03,16.45,6.46
2002-01-08,22.94,18.29,89.8,13.13,8.2
2002-01-09,24.76,18.2,84.67,19.25,0.46
2002-01-10,24.86,17.51,79.98,20.93,0.23
2002-01-11,23.92,17.73,83.73,16.11,2.83
2002-01-12,25.77,17.81,85.24,15.74,11.85
2002-01-13,24.83,18.64,89.45,7.33,34.24
2002-01-14,24.15,20.01,91.52,12,11.44
2002-01-15,28.33,18.45,83.05,24.29,4.94
2002-01-16,28.03,17.01,80.54,22.81,0.55
2002-01-17,27.17,14.87,79.34,26.77,0.74
2002-01-18,23.53,15.99,84.61,13.78,2.39
2002-01-19,23.69,16.09,90.5,11.21,9.52
2002-01-20,24.72,18.73,84.03,20.12,3.89
2002-01-21,28.58,16.97,73.13,27.01,0.44
2002-01-22,29.36,18.48,74.05,28.75,1.07
2002-01-23,27.8,20.3,79.92,17.83,6.36
2002-01-24,28.05,19.08,82.99,25,10.15
2002-01-25,27.73,19.47,84.44,23.26,12.85
2002-01-26,30.52,19.37,76.85,26.23,1.88
2002-01-27,28.43,20.33,79.89,24.53,4.52
2002-01-28,27.62,20.99,79.39,24.78,3.53
2002-01-29,26.52,20.46,88.09,21.23,11.06
2002-01-30,26.34,20.94,86.59,22.47,5.88
2002-01-31,28.25,19.42,85.58,24.3,5.09
2002-02-01,26.3,20.57,89.89,13.12,15.56
2002-02-02,27.42,19.27,85.21,18.92,4.7
2002-02-03,26.14,17.33,79.26,22.2,3.5
2002-02-04,26.33,14.95,73.16,26.21,0.08
2002-02-05,27.08,15.05,74.5,26.94,2.64
2002-02-06,27.16,16.42,81.11,22.57,20.09
2002-02-07,24.39,18.74,85.47,9.57,12.53
2002-02-08,22.76,18.82,91.56,11.42,13.08
2002-02-09,22.71,19.02,92.97,8.72,60.6
2002-02-10,26.61,18.9,85.16,14.45,19.7
2002-02-11,25.07,19.05,88.22,19.65,6.26
2002-02-12,27.01,18,82.21,27.04,0.87
2002-02-13,27.44,16.92,78.44,24.68,0.16
2002-02-14,25.85,18.01,84.42,20.29,7.71
2002-02-15,26.8,18.17,80.16,26.68,3.14
2002-02-16,25.65,17.73,84.87,20.06,9.12
2002-02-17,25.66,18.37,83.47,17.95,11.01
2002-02-18,24.41,17.54,86.47,18,3.93
2002-02-19,23.5,16.82,88.61,11.98,4.79
2002-02-20,23.2,17.76,92.27,9.26,26.12
2002-02-21,24.91,18.91,91.38,13.68,10.82
2002-02-22,24.61,19.76,91.75,12.66,14.48
2002-02-23,24.57,19.93,89.57,10.13,11.79
2002-02-24,28.19,18.57,82.81,19.47,9.9
2002-02-25,25.8,16.71,84.06,23.4,0.72
2002-02-26,24.75,16.45,86.97,11.88,4.98
2002-02-27,22.27,18.21,91.89,11.79,5.01
2002-02-28,23.67,18.14,89.08,17.38,0.44
2002-03-01,24.51,18.14,89.38,19.79,5.67
2002-03-02,27.9,18.15,78.47,25.17,4.37
2002-03-03,26.49,18.67,84.66,18.44,8.92
2002-03-04,27.11,16.93,84.52,25.8,3.68
2002-03-05,27.87,16.45,76.34,27.48,1.21
2002-03-06,27.65,16.9,76.57,25.94,0.8
2002-03-07,28.21,17.88,75.44,25.21,0.56
2002-03-08,27.9,18.27,81.27,24.29,2.88
2002-03-09,28.31,19.12,79.34,25.59,0.64
2002-03-10,27.61,18.28,81.05,24.97,0.07
2002-03-11,27.25,17.96,80.48,21.73,0.02
2002-03-12,27.27,18.07,79.81,23.86,0.24
2002-03-13,27.46,18.37,80.75,24.2,0.86
2002-03-14,25.88,19.71,84.31,18.62,6.47
2002-03-15,27.39,18.89,83.12,18.2,3.17
2002-03-16,27.27,17.35,82.95,21.46,5.78
2002-03-17,28.26,18.46,84.72,20.53,3.48
2002-03-18,27.65,20.36,85.72,22.08,5.66
2002-03-19,27.55,19.47,83.53,21.25,4.33
2002-03-20,25.61,19.98,89.16,20.13,2.52
2002-03-21,24.3,18.65,91.24,15.41,5.18
2002-03-22,25.47,16.59,83.69,22.55,0.32
2002-03-23,26.22,15.81,82.32,15.38,1.09
2002-03-24,24.35,18.3,91.22,10.55,12.2
2002-03-25,23.34,19.46,94.5,13.72,6.52
2002-03-26,28.23,18.68,85.33,18.2,2.82
2002-03-27,26.48,19.39,89.06,12.09,15.36
2002-03-28,26.81,18.26,83.89,21.11,0.94
2002-03-29,27.25,17.89,82.06,22,0.07
2002-03-30,26.78,16.24,77.32,23.97,0
2002-03-31,28.08,16.75,75.25,22.89,0
2002-04-01,27.92,17.25,76.27,22.78,0
2002-04-02,28.33,16.21,70.6,23.57,0.05
2002-04-03,27.27,17.5,81.94,21.92,1.81
2002-04-04,26.41,17.81,83.68,22.29,3.31
2002-04-05,26.1,16.25,81.62,21.69,0.54
2002-04-06,25.47,15.88,84.08,21.43,1.44
2002-04-07,24.89,17.52,86.99,18.37,4.9
2002-04-08,25.83,16.14,81.38,21.79,1.8
2002-04-09,25.63,16.04,81.9,20.3,1.09
2002-04-10,25.77,16.59,79.41,18.67,0.07
2002-04-11,26.33,16.26,80.26,19.21,0.21
2002-04-12,28.41,19.04,71.71,22.05,0
2002-04-13,27.64,16.66,80.2,21.87,0.03
2002-04-14,26.78,16.5,82.08,19.87,0.31
2002-04-15,26.52,16.72,83.39,21.17,0.2
2002-04-16,26.81,16.82,81.66,21.96,0.02
2002-04-17,26.82,15.83,79.18,21.32,0
2002-04-18,28.56,17.47,74.95,21.51,0
2002-04-19,27.04,16.11,79.72,21.48,0
2002-04-20,26.64,14.65,82.66,17.69,0.03
2002-04-21,27.99,17.23,81.34,19.66,0.01
2002-04-22,26.68,17.15,83.12,18.08,0.01
2002-04-23,25.75,16.54,76.62,20.91,0
2002-04-24,26.36,13.76,76.89,20.55,0
2002-04-25,26.81,14.37,73.8,20.16,0
2002-04-26,27.43,15.7,68.03,20.7,0
2002-04-27,27.73,15.53,73.5,20.39,0.01
2002-04-28,26.37,16.59,81.04,17.04,0.01
2002-04-29,26.06,16.82,82.22,17.74,0
2002-04-30,27.4,16.42,79.92,18.99,0.17
2002-05-01,27.24,17.38,80.82,16.33,0.26
2002-05-02,26.91,17.75,79.07,17.96,0.35
2002-05-03,27.88,17.21,77.74,13.55,1.33
2002-05-04,24.88,17.87,85.71,9.14,2.47
2002-05-05,26.06,16.72,82.19,15.21,1.33
2002-05-06,24.29,17.88,87.9,12.75,10.02
2002-05-07,25.48,17.25,80.02,12.52,1.81
2002-05-08,25.74,15.92,80.46,16.62,0.87
2002-05-09,24.06,16.19,85.5,11.88,1.58
2002-05-10,25.36,14.78,81.86,17.55,0.35
2002-05-11,25.48,15.46,81.53,17.68,0.02
2002-05-12,25.61,15.07,79.6,14.82,0
2002-05-13,25.38,15.7,81.44,16.59,0.03
2002-05-14,25.64,15.43,77.05,17.52,0
2002-05-15,25.08,14.18,82.87,18.12,0
2002-05-16,26.18,14.63,74.15,16.42,0
2002-05-17,26.5,14.55,82.23,17.55,0.15
2002-05-18,25.65,14.39,79.72,15.92,0.09
2002-05-19,26.6,14.77,76.29,10.77,5.29
2002-05-20,26.72,16.27,77.09,11.22,2.03
2002-05-21,22.15,17.3,86.09,8.4,12.64
2002-05-22,23.01,14.5,85.09,9.21,2.88
2002-05-23,21.42,12.7,82.93,13.88,0.32
2002-05-24,20.04,10.17,82.27,14.84,0.1
2002-05-25,21.07,9.37,81.12,17.65,0.01
2002-05-26,20.84,9.94,76.22,18.35,0
2002-05-27,22.43,8.83,78.5,18.38,0
2002-05-28,23.12,10.07,80.38,17.43,0
2002-05-29,22.93,12.06,79.95,13.83,0
2002-05-30,23.96,11.64,72.74,15.24,0
2002-05-31,24.87,13.1,64.94,16.07,0
2002-06-01,25.04,13.75,77.81,14.36,0
2002-06-02,24.81,14.15,79.46,13.62,0
2002-06-03,24.28,13.5,78.05,15.84,0
2002-06-04,25.52,12.27,75.5,16.86,0
2002-06-05,25.27,11.95,76.16,17.18,0
2002-06-06,25.62,12.12,68.11,14.13,0
2002-06-07,25.41,12.2,70.79,14.75,0
2002-06-08,26.17,13.89,71.05,15.45,0
2002-06-09,26.29,12.29,72.1,15.68,0
2002-06-10,26.74,14.88,73.84,15.64,0
2002-06-11,26.24,14.86,76.34,15.59,0
